source,pairs,raw_mae,harmonized_mae,raw_rmse,harmonized_rmse,raw_median_bias,harmonized_median_bias,metric_scope
landsat,319,0.05337716512457358,0.026552710778310014,0.0639534595425852,0.042074340062245835,0.04797033575050938,0.01396208382487893,same_day_sensor_alignment_not_primary_ndvi_oof
modis,139,0.09948789109559915,0.06633946555465059,0.12963989763941294,0.09490455374132008,0.07227111271269482,-0.012104642660543341,same_day_sensor_alignment_not_primary_ndvi_oof
