dimension,subgroup,n,rmse,gap_score,mode,repeat,fold,model
crop_type,озимая пшеница,694,0.2547443814452436,0.0,C,0,0,catboost
crop_type,пастбища/зерновые,76,0.2198501451032246,0.0,C,0,0,catboost
crop_type,подсолнечник,120,0.3186793279109166,0.0,C,0,0,catboost
source_label,landsat,384,0.25849677424832324,0.0,C,0,0,catboost
source_label,modis,105,0.26615987967639443,0.0,C,0,0,catboost
source_label,s2,711,0.23683379274358413,0.0,C,0,0,catboost
gap_length,18,18,0.06815659195659911,9.55,C,0,0,catboost
gap_length,23,46,0.34898618295910094,0.0,C,0,0,catboost
gap_length,25,50,0.2598877150170457,0.0,C,0,0,catboost
gap_length,26,156,0.24895485833461045,0.0,C,0,0,catboost
gap_length,27,27,0.23440284705532546,0.0,C,0,0,catboost
gap_length,28,84,0.23523258022316387,0.0,C,0,0,catboost
gap_length,29,58,0.25592306360574163,0.0,C,0,0,catboost
gap_length,30,90,0.30075055556860825,0.0,C,0,0,catboost
gap_length,31,62,0.2227867057467522,0.0,C,0,0,catboost
gap_length,32,32,0.1374500619836121,0.0,C,0,0,catboost
gap_length,33,99,0.2579041721326721,0.0,C,0,0,catboost
gap_length,34,102,0.2390606882267716,0.0,C,0,0,catboost
gap_length,35,70,0.10873957380584125,0.0,C,0,0,catboost
gap_length,36,36,0.28595867239044215,0.0,C,0,0,catboost
gap_length,37,74,0.27501937148353883,0.0,C,0,0,catboost
gap_length,38,76,0.24870727190984587,0.0,C,0,0,catboost
gap_length,39,39,0.2841869171209671,0.0,C,0,0,catboost
gap_length,40,40,0.13505420352529995,0.0,C,0,0,catboost
gap_length,41,41,0.22792219998931804,0.0,C,0,0,catboost
left_distance_bin,31+,1200,0.24660626788737033,0.0,C,0,0,catboost
right_distance_bin,none,1200,0.24660626788737033,0.0,C,0,0,catboost
year,2024,1200,0.24660626788737033,0.0,C,0,0,catboost
confidence_bin,medium,1200,0.24660626788737033,0.0,C,0,0,catboost
overall,all,22,0.18488294951033216,0.0,D,0,0,catboost
seen_polygon,False,22,0.18488294951033216,0.0,D,0,0,catboost
crop_type,зерновые,9,0.26870808750123426,0.0,D,0,0,catboost
crop_type,озимая пшеница,10,0.07766685784024666,6.7,D,0,0,catboost
crop_type,подсолнечник,3,0.11809568968590825,0.0,D,0,0,catboost
source_label,landsat,11,0.1497095597292988,0.0,D,0,0,catboost
source_label,modis,5,0.23562760941842803,0.0,D,0,0,catboost
source_label,s2,6,0.19487311419362036,0.0,D,0,0,catboost
gap_length,2,2,0.43148636045786704,0.0,D,0,0,catboost
gap_length,3,12,0.09743796884661486,0.77,D,0,0,catboost
gap_length,4,8,0.1822452532421219,0.0,D,0,0,catboost
left_distance_bin,16-30,20,0.16291699427094694,0.0,D,0,0,catboost
left_distance_bin,31+,2,0.33253463728346067,0.0,D,0,0,catboost
right_distance_bin,none,22,0.18488294951033216,0.0,D,0,0,catboost
year,2011,3,0.10216717298191517,0.0,D,0,0,catboost
year,2013,4,0.2573608096193329,0.0,D,0,0,catboost
year,2018,4,0.013859232686255928,25.84,D,0,0,catboost
year,2019,3,0.11809568968590825,0.0,D,0,0,catboost
year,2022,5,0.2774519710816504,0.0,D,0,0,catboost
year,2023,3,0.09702010279630016,0.89,D,0,0,catboost
confidence_bin,low,1,0.3058280252574761,0.0,D,0,0,catboost
confidence_bin,medium,14,0.2128742642872615,0.0,D,0,0,catboost
confidence_bin,high,7,0.05861544878929486,12.42,D,0,0,catboost
overall,all,23,0.060917596406235654,11.72,D,0,1,catboost
seen_polygon,False,23,0.060917596406235654,11.72,D,0,1,catboost
crop_type,зерновые,2,0.0433310647194912,17.0,D,0,1,catboost
crop_type,озимая пшеница,19,0.06536734852957495,10.39,D,0,1,catboost
crop_type,подсолнечник,2,0.014350166072180552,25.69,D,0,1,catboost
source_label,landsat,10,0.033750247338143406,19.87,D,0,1,catboost
source_label,modis,6,0.05540903677293042,13.38,D,0,1,catboost
source_label,s2,7,0.08907474518107736,3.28,D,0,1,catboost
gap_length,2,6,0.04858132960108863,15.43,D,0,1,catboost
gap_length,3,9,0.0705260679488766,8.84,D,0,1,catboost
gap_length,4,8,0.05747360463310054,12.76,D,0,1,catboost
left_distance_bin,16-30,19,0.06546632996955237,10.36,D,0,1,catboost
left_distance_bin,31+,4,0.03130880411336174,20.61,D,0,1,catboost
right_distance_bin,none,23,0.060917596406235654,11.72,D,0,1,catboost
year,2012,2,0.0433310647194912,17.0,D,0,1,catboost
year,2014,9,0.032604208716620675,20.22,D,0,1,catboost
year,2020,3,0.11772890140779822,0.0,D,0,1,catboost
year,2022,2,0.07068895473413744,8.79,D,0,1,catboost
year,2023,4,0.07132569094795496,8.6,D,0,1,catboost
year,2024,3,0.005941476823522922,28.22,D,0,1,catboost
confidence_bin,medium,9,0.08470039775283492,4.59,D,0,1,catboost
confidence_bin,high,14,0.038530614246154386,18.44,D,0,1,catboost
overall,all,26,0.0739052169354137,7.83,D,0,2,catboost
seen_polygon,False,26,0.0739052169354137,7.83,D,0,2,catboost
crop_type,зерновые,10,0.09648957198275468,1.05,D,0,2,catboost
crop_type,озимая пшеница,16,0.05528852352256444,13.41,D,0,2,catboost
source_label,landsat,12,0.056832014463199854,12.95,D,0,2,catboost
source_label,modis,11,0.09686196582324946,0.94,D,0,2,catboost
source_label,s2,3,0.004013696430243433,28.8,D,0,2,catboost
gap_length,3,18,0.08475116367543327,4.57,D,0,2,catboost
gap_length,4,8,0.039877676946057615,18.04,D,0,2,catboost
left_distance_bin,16-30,17,0.06249436524837199,11.25,D,0,2,catboost
left_distance_bin,31+,9,0.09166195845756468,2.5,D,0,2,catboost
right_distance_bin,none,26,0.0739052169354137,7.83,D,0,2,catboost
year,2010,3,0.024138338888428135,22.76,D,0,2,catboost
year,2011,3,0.03212902982299709,20.36,D,0,2,catboost
year,2012,3,0.05013130283411656,14.96,D,0,2,catboost
year,2013,3,0.16881320989605958,0.0,D,0,2,catboost
year,2015,4,0.04141598620663317,17.58,D,0,2,catboost
year,2018,3,0.04658605802607611,16.02,D,0,2,catboost
year,2021,4,0.038277595584888045,18.52,D,0,2,catboost
year,2023,3,0.091106071931101,2.67,D,0,2,catboost
confidence_bin,low,1,0.12874641047850433,0.0,D,0,2,catboost
confidence_bin,medium,11,0.07731735326993655,6.8,D,0,2,catboost
confidence_bin,high,14,0.06528955607390444,10.41,D,0,2,catboost
overall,all,25,0.11703659895709145,0.0,D,0,3,catboost
seen_polygon,False,25,0.11703659895709145,0.0,D,0,3,catboost
crop_type,зерновые,4,0.04744027847662975,15.77,D,0,3,catboost
crop_type,озимая пшеница,12,0.14313548665701326,0.0,D,0,3,catboost
crop_type,пастбища/зерновые,5,0.12725428779183895,0.0,D,0,3,catboost
crop_type,подсолнечник,4,0.040667364079795744,17.8,D,0,3,catboost
source_label,landsat,11,0.12564943466707046,0.0,D,0,3,catboost
source_label,modis,5,0.057573753278068726,12.73,D,0,3,catboost
source_label,s2,9,0.13004267132999006,0.0,D,0,3,catboost
gap_length,2,4,0.025776722846650856,22.27,D,0,3,catboost
gap_length,3,9,0.17580597697713674,0.0,D,0,3,catboost
gap_length,4,12,0.07165409139007958,8.5,D,0,3,catboost
left_distance_bin,16-30,19,0.12329549638293966,0.0,D,0,3,catboost
left_distance_bin,31+,6,0.09452101022883945,1.64,D,0,3,catboost
right_distance_bin,none,25,0.11703659895709145,0.0,D,0,3,catboost
year,2010,3,0.06316210485419016,11.05,D,0,3,catboost
year,2015,4,0.040667364079795744,17.8,D,0,3,catboost
year,2018,4,0.10723111449423059,0.0,D,0,3,catboost
year,2019,6,0.21063448570099447,0.0,D,0,3,catboost
year,2021,2,0.006265023114013054,28.12,D,0,3,catboost
year,2022,4,0.04744027847662975,15.77,D,0,3,catboost
year,2023,2,0.035911396057616396,19.23,D,0,3,catboost
confidence_bin,low,1,0.08427322511942759,4.72,D,0,3,catboost
confidence_bin,medium,13,0.12101049527180219,0.0,D,0,3,catboost
confidence_bin,high,11,0.1148006736427011,0.0,D,0,3,catboost
overall,all,21,0.10244376978629445,0.0,D,0,4,catboost
seen_polygon,False,21,0.10244376978629445,0.0,D,0,4,catboost
crop_type,зерновые,4,0.17735089420701444,0.0,D,0,4,catboost
crop_type,озимая пшеница,13,0.08185116567299043,5.44,D,0,4,catboost
crop_type,подсолнечник,4,0.043246136931833046,17.03,D,0,4,catboost
source_label,landsat,11,0.08720694291497341,3.84,D,0,4,catboost
source_label,modis,7,0.13031956590346613,0.0,D,0,4,catboost
source_label,s2,3,0.0771391831029438,6.86,D,0,4,catboost
gap_length,2,10,0.1312106537804882,0.0,D,0,4,catboost
gap_length,3,3,0.07524531536323192,7.43,D,0,4,catboost
gap_length,4,8,0.06249131561785718,11.25,D,0,4,catboost
left_distance_bin,16-30,14,0.09229005559785174,2.31,D,0,4,catboost
left_distance_bin,31+,7,0.12020511295104197,0.0,D,0,4,catboost
right_distance_bin,none,21,0.10244376978629445,0.0,D,0,4,catboost
year,2010,3,0.07524531536323192,7.43,D,0,4,catboost
year,2011,2,0.22292747538595548,0.0,D,0,4,catboost
year,2013,2,0.052937426279392075,14.12,D,0,4,catboost
year,2014,6,0.06600842525030443,10.2,D,0,4,catboost
year,2017,2,0.13940603378766184,0.0,D,0,4,catboost
year,2022,2,0.11493485141635447,0.0,D,0,4,catboost
year,2024,4,0.04175767663852432,17.47,D,0,4,catboost
confidence_bin,medium,6,0.06283617630757166,11.15,D,0,4,catboost
confidence_bin,high,15,0.11451315354165967,0.0,D,0,4,catboost
overall,all,1200,0.08679363090398737,3.96,A,0,0,baseline
seen_polygon,False,1022,0.08850955510272315,3.45,A,0,0,baseline
seen_polygon,True,178,0.07619730393268298,7.14,A,0,0,baseline
crop_type,зерновые,275,0.06730760930800624,9.81,A,0,0,baseline
crop_type,озимая пшеница,796,0.09583727445531476,1.25,A,0,0,baseline
crop_type,пастбища/зерновые,110,0.06146525908800149,11.56,A,0,0,baseline
crop_type,подсолнечник,19,0.05949781888823808,12.15,A,0,0,baseline
source_label,landsat,512,0.07832694820194856,6.5,A,0,0,baseline
source_label,modis,178,0.11787639048791544,0.0,A,0,0,baseline
source_label,s2,510,0.08195290816804943,5.41,A,0,0,baseline
gap_length,1,911,0.08479511253950214,4.56,A,0,0,baseline
gap_length,2,214,0.0898517630177726,3.04,A,0,0,baseline
gap_length,3,66,0.10309999838641878,0.0,A,0,0,baseline
gap_length,4,4,0.09746160634469499,0.76,A,0,0,baseline
gap_length,5,5,0.0666858396406303,9.99,A,0,0,baseline
left_distance_bin,0-7,1018,0.08129568066094059,5.61,A,0,0,baseline
left_distance_bin,16-30,21,0.10021646472331278,0.0,A,0,0,baseline
left_distance_bin,31+,22,0.09355650799930931,1.93,A,0,0,baseline
left_distance_bin,8-15,138,0.11741230353730049,0.0,A,0,0,baseline
left_distance_bin,none,1,0.07694167243567429,6.92,A,0,0,baseline
right_distance_bin,0-7,1003,0.08334307404767433,5.0,A,0,0,baseline
right_distance_bin,16-30,34,0.09892103223552304,0.32,A,0,0,baseline
right_distance_bin,31+,14,0.14945481993222398,0.0,A,0,0,baseline
right_distance_bin,8-15,147,0.09824419226619004,0.53,A,0,0,baseline
right_distance_bin,none,2,0.06559574642646934,10.32,A,0,0,baseline
year,2010,28,0.07845644494247096,6.46,A,0,0,baseline
year,2011,43,0.09483969577752994,1.55,A,0,0,baseline
year,2012,11,0.12507609395431352,0.0,A,0,0,baseline
year,2013,32,0.10329518754302401,0.0,A,0,0,baseline
year,2014,39,0.07834077822603784,6.5,A,0,0,baseline
year,2015,36,0.06307003162509606,11.08,A,0,0,baseline
year,2016,36,0.11237747112161293,0.0,A,0,0,baseline
year,2017,88,0.0816540998113547,5.5,A,0,0,baseline
year,2018,67,0.07681745886895947,6.95,A,0,0,baseline
year,2019,144,0.09020762643036415,2.94,A,0,0,baseline
year,2020,155,0.0814663001720701,5.56,A,0,0,baseline
year,2021,137,0.10155758215077364,0.0,A,0,0,baseline
year,2022,125,0.061396003310794686,11.58,A,0,0,baseline
year,2023,130,0.10245782598038466,0.0,A,0,0,baseline
year,2024,129,0.07358343384210668,7.92,A,0,0,baseline
confidence_bin,low,15,0.07285485471908905,8.14,A,0,0,baseline
confidence_bin,medium,422,0.08521690004885121,4.43,A,0,0,baseline
confidence_bin,high,763,0.0879027039276403,3.63,A,0,0,baseline
overall,all,1200,0.06770809901048794,9.69,A,0,0,global_blend
seen_polygon,False,1022,0.06917720807176352,9.25,A,0,0,global_blend
seen_polygon,True,178,0.05856414877009388,12.43,A,0,0,global_blend
crop_type,зерновые,275,0.04996860357984696,15.01,A,0,0,global_blend
crop_type,озимая пшеница,796,0.07529166048259908,7.41,A,0,0,global_blend
crop_type,пастбища/зерновые,110,0.04735709646184712,15.79,A,0,0,global_blend
crop_type,подсолнечник,19,0.05406563165682064,13.78,A,0,0,global_blend
source_label,landsat,512,0.06573678405056965,10.28,A,0,0,global_blend
source_label,modis,178,0.07790672743943715,6.63,A,0,0,global_blend
source_label,s2,510,0.06580395964985764,10.26,A,0,0,global_blend
gap_length,1,911,0.06342728932344475,10.97,A,0,0,global_blend
gap_length,2,214,0.07400076710976282,7.8,A,0,0,global_blend
gap_length,3,66,0.09789760254836238,0.63,A,0,0,global_blend
gap_length,4,4,0.04892141858974784,15.32,A,0,0,global_blend
gap_length,5,5,0.06676863240137872,9.97,A,0,0,global_blend
left_distance_bin,0-7,1018,0.06273156900605921,11.18,A,0,0,global_blend
left_distance_bin,16-30,21,0.08615052849269664,4.15,A,0,0,global_blend
left_distance_bin,31+,22,0.06262714045824862,11.21,A,0,0,global_blend
left_distance_bin,8-15,138,0.09526088520529984,1.42,A,0,0,global_blend
left_distance_bin,none,1,0.02706069710192499,21.88,A,0,0,global_blend
right_distance_bin,0-7,1003,0.06555360196195023,10.33,A,0,0,global_blend
right_distance_bin,16-30,34,0.0818472954390593,5.45,A,0,0,global_blend
right_distance_bin,31+,14,0.11122254777153018,0.0,A,0,0,global_blend
right_distance_bin,8-15,147,0.07302115831199459,8.09,A,0,0,global_blend
right_distance_bin,none,2,0.056252119950603294,13.12,A,0,0,global_blend
year,2010,28,0.06860990014499393,9.42,A,0,0,global_blend
year,2011,43,0.06284905890335593,11.15,A,0,0,global_blend
year,2012,11,0.07566122354314066,7.3,A,0,0,global_blend
year,2013,32,0.07600552661149418,7.2,A,0,0,global_blend
year,2014,39,0.056288079169831,13.11,A,0,0,global_blend
year,2015,36,0.05364045710249233,13.91,A,0,0,global_blend
year,2016,36,0.07788662514626861,6.63,A,0,0,global_blend
year,2017,88,0.0630480483875463,11.09,A,0,0,global_blend
year,2018,67,0.05516316428609495,13.45,A,0,0,global_blend
year,2019,144,0.07233065877781915,8.3,A,0,0,global_blend
year,2020,155,0.06449093689806386,10.65,A,0,0,global_blend
year,2021,137,0.08294676993233994,5.12,A,0,0,global_blend
year,2022,125,0.048006808978510146,15.6,A,0,0,global_blend
year,2023,130,0.08206195617393709,5.38,A,0,0,global_blend
year,2024,129,0.05895912954060741,12.31,A,0,0,global_blend
confidence_bin,low,15,0.052242292889967276,14.33,A,0,0,global_blend
confidence_bin,medium,422,0.07094949537109609,8.72,A,0,0,global_blend
confidence_bin,high,763,0.06612320712779753,10.16,A,0,0,global_blend
overall,all,1200,0.06770809901048794,9.69,A,0,0,ensemble
seen_polygon,False,1022,0.06917720807176352,9.25,A,0,0,ensemble
seen_polygon,True,178,0.05856414877009388,12.43,A,0,0,ensemble
crop_type,зерновые,275,0.04996860357984696,15.01,A,0,0,ensemble
crop_type,озимая пшеница,796,0.07529166048259908,7.41,A,0,0,ensemble
crop_type,пастбища/зерновые,110,0.04735709646184712,15.79,A,0,0,ensemble
crop_type,подсолнечник,19,0.05406563165682064,13.78,A,0,0,ensemble
source_label,landsat,512,0.06573678405056965,10.28,A,0,0,ensemble
source_label,modis,178,0.07790672743943715,6.63,A,0,0,ensemble
source_label,s2,510,0.06580395964985764,10.26,A,0,0,ensemble
gap_length,1,911,0.06342728932344475,10.97,A,0,0,ensemble
gap_length,2,214,0.07400076710976282,7.8,A,0,0,ensemble
gap_length,3,66,0.09789760254836238,0.63,A,0,0,ensemble
gap_length,4,4,0.04892141858974784,15.32,A,0,0,ensemble
gap_length,5,5,0.06676863240137872,9.97,A,0,0,ensemble
left_distance_bin,0-7,1018,0.06273156900605921,11.18,A,0,0,ensemble
left_distance_bin,16-30,21,0.08615052849269664,4.15,A,0,0,ensemble
left_distance_bin,31+,22,0.06262714045824862,11.21,A,0,0,ensemble
left_distance_bin,8-15,138,0.09526088520529984,1.42,A,0,0,ensemble
left_distance_bin,none,1,0.02706069710192499,21.88,A,0,0,ensemble
right_distance_bin,0-7,1003,0.06555360196195023,10.33,A,0,0,ensemble
right_distance_bin,16-30,34,0.0818472954390593,5.45,A,0,0,ensemble
right_distance_bin,31+,14,0.11122254777153018,0.0,A,0,0,ensemble
right_distance_bin,8-15,147,0.07302115831199459,8.09,A,0,0,ensemble
right_distance_bin,none,2,0.056252119950603294,13.12,A,0,0,ensemble
year,2010,28,0.06860990014499393,9.42,A,0,0,ensemble
year,2011,43,0.06284905890335593,11.15,A,0,0,ensemble
year,2012,11,0.07566122354314066,7.3,A,0,0,ensemble
year,2013,32,0.07600552661149418,7.2,A,0,0,ensemble
year,2014,39,0.056288079169831,13.11,A,0,0,ensemble
year,2015,36,0.05364045710249233,13.91,A,0,0,ensemble
year,2016,36,0.07788662514626861,6.63,A,0,0,ensemble
year,2017,88,0.0630480483875463,11.09,A,0,0,ensemble
year,2018,67,0.05516316428609495,13.45,A,0,0,ensemble
year,2019,144,0.07233065877781915,8.3,A,0,0,ensemble
year,2020,155,0.06449093689806386,10.65,A,0,0,ensemble
year,2021,137,0.08294676993233994,5.12,A,0,0,ensemble
year,2022,125,0.048006808978510146,15.6,A,0,0,ensemble
year,2023,130,0.08206195617393709,5.38,A,0,0,ensemble
year,2024,129,0.05895912954060741,12.31,A,0,0,ensemble
confidence_bin,low,15,0.052242292889967276,14.33,A,0,0,ensemble
confidence_bin,medium,422,0.07094949537109609,8.72,A,0,0,ensemble
confidence_bin,high,763,0.06612320712779753,10.16,A,0,0,ensemble
overall,all,1200,0.09444063709953533,1.67,A,1,0,baseline
seen_polygon,False,1024,0.09590642305271342,1.23,A,1,0,baseline
seen_polygon,True,176,0.08541495413324779,4.38,A,1,0,baseline
crop_type,зерновые,221,0.0773291674772904,6.8,A,1,0,baseline
crop_type,озимая пшеница,814,0.10199934766357613,0.0,A,1,0,baseline
crop_type,пастбища/зерновые,127,0.07010688627851121,8.97,A,1,0,baseline
crop_type,подсолнечник,38,0.08711083781155896,3.87,A,1,0,baseline
source_label,landsat,499,0.08349267998012368,4.95,A,1,0,baseline
source_label,modis,180,0.11832724645374176,0.0,A,1,0,baseline
source_label,s2,521,0.09502052753066775,1.49,A,1,0,baseline
gap_length,1,851,0.08843393819342209,3.47,A,1,0,baseline
gap_length,2,272,0.10033279375839865,0.0,A,1,0,baseline
gap_length,3,54,0.14376153992567064,0.0,A,1,0,baseline
gap_length,4,8,0.12981032314210714,0.0,A,1,0,baseline
gap_length,5,15,0.062484422778804,11.25,A,1,0,baseline
left_distance_bin,0-7,994,0.09295065910789066,2.11,A,1,0,baseline
left_distance_bin,16-30,34,0.073113211759906,8.07,A,1,0,baseline
left_distance_bin,31+,20,0.1282101064626189,0.0,A,1,0,baseline
left_distance_bin,8-15,152,0.10273719658882922,0.0,A,1,0,baseline
right_distance_bin,0-7,1003,0.09314296862395562,2.06,A,1,0,baseline
right_distance_bin,16-30,26,0.10821669119948543,0.0,A,1,0,baseline
right_distance_bin,31+,22,0.1255434588333699,0.0,A,1,0,baseline
right_distance_bin,8-15,148,0.09540774761097753,1.38,A,1,0,baseline
right_distance_bin,none,1,0.05275539939597379,14.17,A,1,0,baseline
year,2010,30,0.0584959249710142,12.45,A,1,0,baseline
year,2011,31,0.08215213172871859,5.35,A,1,0,baseline
year,2012,20,0.11974032305622564,0.0,A,1,0,baseline
year,2013,43,0.09787886520779428,0.64,A,1,0,baseline
year,2014,43,0.07134649408261999,8.6,A,1,0,baseline
year,2015,23,0.10288014488957302,0.0,A,1,0,baseline
year,2016,23,0.08794361262680024,3.62,A,1,0,baseline
year,2017,90,0.10072017292745895,0.0,A,1,0,baseline
year,2018,88,0.07944600651866424,6.17,A,1,0,baseline
year,2019,139,0.11130032527544574,0.0,A,1,0,baseline
year,2020,146,0.08388613375444996,4.83,A,1,0,baseline
year,2021,132,0.1361136114893846,0.0,A,1,0,baseline
year,2022,131,0.08455056948801035,4.63,A,1,0,baseline
year,2023,124,0.07567856786053184,7.3,A,1,0,baseline
year,2024,137,0.0735993888740968,7.92,A,1,0,baseline
confidence_bin,low,23,0.06538602789003926,10.38,A,1,0,baseline
confidence_bin,medium,477,0.09556052694545476,1.33,A,1,0,baseline
confidence_bin,high,700,0.09448078146382508,1.66,A,1,0,baseline
overall,all,1200,0.07353444015735401,7.94,A,1,0,global_blend
seen_polygon,False,1024,0.07475641774117486,7.57,A,1,0,global_blend
seen_polygon,True,176,0.06597736120726015,10.21,A,1,0,global_blend
crop_type,зерновые,221,0.06072938332736002,11.78,A,1,0,global_blend
crop_type,озимая пшеница,814,0.0794282327569804,6.17,A,1,0,global_blend
crop_type,пастбища/зерновые,127,0.05349298193878369,13.95,A,1,0,global_blend
crop_type,подсолнечник,38,0.067843922291701,9.65,A,1,0,global_blend
source_label,landsat,499,0.06703202012636318,9.89,A,1,0,global_blend
source_label,modis,180,0.07834271813570358,6.5,A,1,0,global_blend
source_label,s2,521,0.0776559100489069,6.7,A,1,0,global_blend
gap_length,1,851,0.06795052870398122,9.61,A,1,0,global_blend
gap_length,2,272,0.08316908897679538,5.05,A,1,0,global_blend
gap_length,3,54,0.10360016919174622,0.0,A,1,0,global_blend
gap_length,4,8,0.09186607120291496,2.44,A,1,0,global_blend
gap_length,5,15,0.04540850042493255,16.38,A,1,0,global_blend
left_distance_bin,0-7,994,0.07157037358726495,8.53,A,1,0,global_blend
left_distance_bin,16-30,34,0.0569287728790851,12.92,A,1,0,global_blend
left_distance_bin,31+,20,0.09919554410135246,0.24,A,1,0,global_blend
left_distance_bin,8-15,152,0.08469010794685261,4.59,A,1,0,global_blend
right_distance_bin,0-7,1003,0.07298290965540026,8.11,A,1,0,global_blend
right_distance_bin,16-30,26,0.07049551668368373,8.85,A,1,0,global_blend
right_distance_bin,31+,22,0.08448075838884334,4.66,A,1,0,global_blend
right_distance_bin,8-15,148,0.07615526740268729,7.15,A,1,0,global_blend
right_distance_bin,none,1,0.041515708389751105,17.55,A,1,0,global_blend
year,2010,30,0.04708968309406735,15.87,A,1,0,global_blend
year,2011,31,0.056899875559917934,12.93,A,1,0,global_blend
year,2012,20,0.09337151480238698,1.99,A,1,0,global_blend
year,2013,43,0.08379729220281751,4.86,A,1,0,global_blend
year,2014,43,0.049287494205969,15.21,A,1,0,global_blend
year,2015,23,0.07271723090048576,8.18,A,1,0,global_blend
year,2016,23,0.07170559286276197,8.49,A,1,0,global_blend
year,2017,90,0.06963142924240004,9.11,A,1,0,global_blend
year,2018,88,0.0617784341302437,11.47,A,1,0,global_blend
year,2019,139,0.08914576024744199,3.26,A,1,0,global_blend
year,2020,146,0.06065485640958186,11.8,A,1,0,global_blend
year,2021,132,0.10792930358519251,0.0,A,1,0,global_blend
year,2022,131,0.07006021560140364,8.98,A,1,0,global_blend
year,2023,124,0.05862056824817268,12.41,A,1,0,global_blend
year,2024,137,0.05922263451944244,12.23,A,1,0,global_blend
confidence_bin,low,23,0.04925098357910992,15.22,A,1,0,global_blend
confidence_bin,medium,477,0.07561082079691703,7.32,A,1,0,global_blend
confidence_bin,high,700,0.07276163926126498,8.17,A,1,0,global_blend
overall,all,1200,0.07353444015735401,7.94,A,1,0,ensemble
seen_polygon,False,1024,0.07475641774117486,7.57,A,1,0,ensemble
seen_polygon,True,176,0.06597736120726015,10.21,A,1,0,ensemble
crop_type,зерновые,221,0.06072938332736002,11.78,A,1,0,ensemble
crop_type,озимая пшеница,814,0.0794282327569804,6.17,A,1,0,ensemble
crop_type,пастбища/зерновые,127,0.05349298193878369,13.95,A,1,0,ensemble
crop_type,подсолнечник,38,0.067843922291701,9.65,A,1,0,ensemble
source_label,landsat,499,0.06703202012636318,9.89,A,1,0,ensemble
source_label,modis,180,0.07834271813570358,6.5,A,1,0,ensemble
source_label,s2,521,0.0776559100489069,6.7,A,1,0,ensemble
gap_length,1,851,0.06795052870398122,9.61,A,1,0,ensemble
gap_length,2,272,0.08316908897679538,5.05,A,1,0,ensemble
gap_length,3,54,0.10360016919174622,0.0,A,1,0,ensemble
gap_length,4,8,0.09186607120291496,2.44,A,1,0,ensemble
gap_length,5,15,0.04540850042493255,16.38,A,1,0,ensemble
left_distance_bin,0-7,994,0.07157037358726495,8.53,A,1,0,ensemble
left_distance_bin,16-30,34,0.0569287728790851,12.92,A,1,0,ensemble
left_distance_bin,31+,20,0.09919554410135246,0.24,A,1,0,ensemble
left_distance_bin,8-15,152,0.08469010794685261,4.59,A,1,0,ensemble
right_distance_bin,0-7,1003,0.07298290965540026,8.11,A,1,0,ensemble
right_distance_bin,16-30,26,0.07049551668368373,8.85,A,1,0,ensemble
right_distance_bin,31+,22,0.08448075838884334,4.66,A,1,0,ensemble
right_distance_bin,8-15,148,0.07615526740268729,7.15,A,1,0,ensemble
right_distance_bin,none,1,0.041515708389751105,17.55,A,1,0,ensemble
year,2010,30,0.04708968309406735,15.87,A,1,0,ensemble
year,2011,31,0.056899875559917934,12.93,A,1,0,ensemble
year,2012,20,0.09337151480238698,1.99,A,1,0,ensemble
year,2013,43,0.08379729220281751,4.86,A,1,0,ensemble
year,2014,43,0.049287494205969,15.21,A,1,0,ensemble
year,2015,23,0.07271723090048576,8.18,A,1,0,ensemble
year,2016,23,0.07170559286276197,8.49,A,1,0,ensemble
year,2017,90,0.06963142924240004,9.11,A,1,0,ensemble
year,2018,88,0.0617784341302437,11.47,A,1,0,ensemble
year,2019,139,0.08914576024744199,3.26,A,1,0,ensemble
year,2020,146,0.06065485640958186,11.8,A,1,0,ensemble
year,2021,132,0.10792930358519251,0.0,A,1,0,ensemble
year,2022,131,0.07006021560140364,8.98,A,1,0,ensemble
year,2023,124,0.05862056824817268,12.41,A,1,0,ensemble
year,2024,137,0.05922263451944244,12.23,A,1,0,ensemble
confidence_bin,low,23,0.04925098357910992,15.22,A,1,0,ensemble
confidence_bin,medium,477,0.07561082079691703,7.32,A,1,0,ensemble
confidence_bin,high,700,0.07276163926126498,8.17,A,1,0,ensemble
overall,all,1200,0.09246053792794989,2.26,A,2,0,baseline
seen_polygon,False,1018,0.0932345819372633,2.03,A,2,0,baseline
seen_polygon,True,182,0.08800554580590932,3.6,A,2,0,baseline
crop_type,зерновые,267,0.07596757768041254,7.21,A,2,0,baseline
crop_type,озимая пшеница,813,0.10127022878288182,0.0,A,2,0,baseline
crop_type,пастбища/зерновые,88,0.05467317935809135,13.6,A,2,0,baseline
crop_type,подсолнечник,32,0.06045868929428416,11.86,A,2,0,baseline
source_label,landsat,486,0.08080232905208526,5.76,A,2,0,baseline
source_label,modis,182,0.12072101492839128,0.0,A,2,0,baseline
source_label,s2,532,0.09128624299156125,2.61,A,2,0,baseline
gap_length,1,885,0.09207719502604131,2.38,A,2,0,baseline
gap_length,2,230,0.09630689007148734,1.11,A,2,0,baseline
gap_length,3,60,0.09486719441687291,1.54,A,2,0,baseline
gap_length,4,20,0.05323490413376713,14.03,A,2,0,baseline
gap_length,5,5,0.07156182590151887,8.53,A,2,0,baseline
left_distance_bin,0-7,974,0.08548915111389621,4.35,A,2,0,baseline
left_distance_bin,16-30,32,0.11923348464303432,0.0,A,2,0,baseline
