model,mode,repeat,fold,feature,importance,std
catboost,A,0,0,anon_polygon_id,1.2594037416463477e-05,2.8293917911870192e-05
catboost,A,0,0,date,0.0,0.0
catboost,A,0,0,crop_type,3.2373659892837026e-05,6.992992377621854e-06
catboost,A,0,0,year,-1.1330769800414753e-05,9.797913172120143e-06
catboost,A,0,0,month,9.299775955186329e-05,6.0845408940413126e-05
catboost,A,0,0,doy,0.000131708565134378,1.5992263543776475e-05
catboost,A,0,0,iso_week,-6.590706403773738e-05,2.5296766230448187e-05
catboost,A,0,0,sin_doy,-0.00012344180066219818,1.505758552023534e-05
catboost,A,0,0,cos_doy,0.00042673324407346835,0.00015984713070417433
catboost,A,0,0,prior_polygon_crop_season_median,5.3293478079127765e-06,1.0367979424323603e-05
catboost,A,0,0,prior_polygon_crop_season_iqr,-4.4405773600368625e-05,2.7863151250827334e-05
catboost,A,0,0,prior_polygon_crop_season_count,-3.058551144494853e-05,1.257040057748432e-05
catboost,A,0,0,prior_polygon_crop_median,2.7392337029544245e-06,4.432994056273454e-06
catboost,A,0,0,prior_polygon_crop_iqr,-1.7048265943078733e-05,5.017177100538617e-06
catboost,A,0,0,prior_polygon_crop_count,3.410441909742351e-05,2.3854839298863284e-05
catboost,A,0,0,prior_crop_season_median,-4.8776493341659566e-05,3.8020446609055014e-05
catboost,A,0,0,prior_crop_season_iqr,-5.2925908635148566e-05,8.20935684212043e-06
catboost,A,0,0,prior_crop_season_count,2.508901321870982e-05,7.05661965350185e-05
catboost,A,0,0,prior_crop_median,1.358116769618195e-05,8.096592783238266e-07
catboost,A,0,0,prior_crop_iqr,-4.6005876786416044e-05,1.9588635436058877e-05
catboost,A,0,0,prior_crop_count,-0.00010429520464200204,0.0001225673710272407
catboost,A,0,0,prior_global_season_median,-6.55281682403197e-05,1.8502278374896153e-05
catboost,A,0,0,prior_global_season_iqr,-1.3819966422176644e-05,7.00762372538577e-05
catboost,A,0,0,prior_global_season_count,-0.00012272792787692416,5.030281475259385e-05
catboost,A,0,0,prior_polygon_crop_year_median,3.5974957007398056e-05,4.1628078368133314e-06
catboost,A,0,0,prior_polygon_crop_year_iqr,-2.9949797825827573e-05,1.4524198112056408e-06
catboost,A,0,0,prior_polygon_crop_year_count,-4.612139232103296e-05,0.00019424170124685003
catboost,A,0,0,prior_crop_year_median,-4.584749238845803e-05,3.449961855295919e-05
catboost,A,0,0,prior_crop_year_iqr,0.00010955982366032263,6.368118262038008e-05
catboost,A,0,0,prior_crop_year_count,-1.3637960405953053e-05,1.6590115694180285e-05
catboost,A,0,0,seasonal_prior,2.5849813216426154e-05,3.243378387004364e-05
catboost,A,0,0,seasonal_prior_level,1.640531952797758e-05,2.894054665455309e-05
catboost,A,0,0,crop_seasonal_prior,-9.371757920906276e-05,7.56757594102403e-05
catboost,A,0,0,prior_global_median,0.0,0.0
catboost,A,0,0,prior_global_iqr,0.0,0.0
catboost,A,0,0,seen_polygon,0.0,0.0
catboost,A,0,0,crop_frequency,4.680145493825283e-06,8.731740445931668e-06
catboost,A,0,0,fit_target_count,0.0,0.0
catboost,A,0,0,target_left_1,0.0001231190451290512,3.66982678172631e-05
catboost,A,0,0,target_left_1_raw,-1.1668252600308127e-05,8.234559187772494e-05
catboost,A,0,0,target_left_1_cleaned,6.628773293070045e-06,4.578405470002239e-05
catboost,A,0,0,target_left_1_invalid_flag,0.0,0.0
catboost,A,0,0,target_left_1_missing_flag,0.0,0.0
catboost,A,0,0,days_left_1,6.813982787914896e-06,2.9628527049574416e-06
catboost,A,0,0,target_left_2,-0.00015617898720033524,0.0001467223036125051
catboost,A,0,0,target_left_2_raw,9.111896341044284e-05,0.00017042921381860837
catboost,A,0,0,target_left_2_cleaned,-0.00016567156486119866,0.0001454016722270482
catboost,A,0,0,target_left_2_invalid_flag,0.0,0.0
catboost,A,0,0,target_left_2_missing_flag,0.0,0.0
catboost,A,0,0,days_left_2,6.056038440463429e-06,1.7307809518640749e-06
catboost,A,0,0,target_left_3,-6.062574109892693e-05,6.243870873737234e-06
catboost,A,0,0,target_left_3_raw,1.4897876900385465e-05,3.0447099519853582e-05
catboost,A,0,0,target_left_3_cleaned,0.00010341340405684712,2.3148577222763256e-05
catboost,A,0,0,target_left_3_invalid_flag,0.0,0.0
catboost,A,0,0,target_left_3_missing_flag,0.0,0.0
catboost,A,0,0,days_left_3,-1.874454689920757e-05,3.2106960293362685e-05
catboost,A,0,0,target_left_4,5.4211182386097734e-05,0.00012056167777333565
catboost,A,0,0,target_left_4_raw,5.2413598649422855e-05,1.3234187944244358e-05
catboost,A,0,0,target_left_4_cleaned,-3.7455028655417055e-05,3.1608859234630304e-05
catboost,A,0,0,target_left_4_invalid_flag,0.0,0.0
catboost,A,0,0,target_left_4_missing_flag,0.0,0.0
catboost,A,0,0,days_left_4,-5.3638784126633365e-06,1.1824809097761568e-05
catboost,A,0,0,target_right_1,0.00012924063792906643,7.033863849429528e-05
catboost,A,0,0,target_right_1_raw,4.271867889556885e-05,1.541282282021411e-05
catboost,A,0,0,target_right_1_cleaned,0.00023951375982050188,7.637033412271482e-05
catboost,A,0,0,target_right_1_invalid_flag,0.0,0.0
catboost,A,0,0,target_right_1_missing_flag,-3.6136583297027847e-06,2.473896263281705e-06
catboost,A,0,0,days_right_1,-5.167757172405002e-05,4.731030047479268e-06
catboost,A,0,0,target_right_2,0.00018002278496653118,6.449472058737971e-06
catboost,A,0,0,target_right_2_raw,-4.841047615330302e-05,0.00010314293776072375
catboost,A,0,0,target_right_2_cleaned,1.4241081197477468e-05,3.4719395818477716e-05
catboost,A,0,0,target_right_2_invalid_flag,0.0,0.0
catboost,A,0,0,target_right_2_missing_flag,-2.0023607285660217e-06,1.4495566446545705e-06
catboost,A,0,0,days_right_2,6.557690209677697e-05,1.632044673017391e-05
catboost,A,0,0,target_right_3,-5.730493214450849e-05,1.614045468555092e-05
catboost,A,0,0,target_right_3_raw,-3.524997826194476e-06,9.311715774215634e-07
catboost,A,0,0,target_right_3_cleaned,-1.7600183848484607e-05,1.644838442189933e-05
catboost,A,0,0,target_right_3_invalid_flag,0.0,0.0
catboost,A,0,0,target_right_3_missing_flag,4.202872432348265e-05,3.7317062954088376e-05
catboost,A,0,0,days_right_3,7.11130444559227e-05,5.268716074095792e-05
catboost,A,0,0,target_right_4,4.032437251735854e-05,5.39582979283415e-05
catboost,A,0,0,target_right_4_raw,-5.562449332068703e-05,3.6033056415286924e-05
catboost,A,0,0,target_right_4_cleaned,-4.129577343761626e-05,2.165747921870076e-05
catboost,A,0,0,target_right_4_invalid_flag,0.0,0.0
catboost,A,0,0,target_right_4_missing_flag,-1.5233751252535788e-06,2.5705004486065164e-07
catboost,A,0,0,days_right_4,2.2902298832956636e-05,4.7080055388525055e-05
catboost,A,0,0,linear_interpolation,0.008765533768001134,0.0011688462800446206
catboost,A,0,0,mean_neighbors,0.0009139195528366853,0.0005925300997265751
catboost,A,0,0,local_slope,3.904936521863245e-05,4.2990930059924604e-05
catboost,A,0,0,local_level,0.004628818316849755,0.0006261184245176729
catboost,A,0,0,local_iqr,5.492596028155994e-05,3.392927872054863e-05
catboost,A,0,0,local_curvature,0.0005587475288016744,0.0001884751064902615
catboost,A,0,0,target_count_7d,-5.867849719968371e-05,2.9901799541064145e-05
catboost,A,0,0,target_density_7d,3.3567831707534412e-06,1.0024009930102717e-05
catboost,A,0,0,target_count_15d,-9.113060580526883e-05,2.4859434098002675e-05
catboost,A,0,0,target_density_15d,5.4807963119130054e-05,2.025892242969729e-05
catboost,A,0,0,target_count_30d,-2.6219795297599546e-05,2.5885484133264525e-06
catboost,A,0,0,target_density_30d,2.6862392246050637e-05,1.72101726979082e-05
catboost,A,0,0,gap_run_length,-1.8821936654950244e-06,2.2758233949454754e-06
catboost,A,0,0,gap_run_position,-1.3560429744027824e-06,7.665935185856287e-06
catboost,A,0,0,left_missing,0.0,0.0
catboost,A,0,0,right_missing,-8.819053357311812e-07,2.0759201591197263e-06
catboost,A,0,0,is_edge,-4.17371997603333e-06,1.194894839393057e-06
catboost,A,0,0,context_quality,3.753056013925532e-05,3.0087266608504193e-05
catboost,A,0,0,same_date_target_count,5.026707951790582e-05,2.520247312397944e-05
catboost,A,0,0,same_date_target_median,0.0025541362857252684,0.0007638591946984644
catboost,A,0,0,same_date_target_iqr,-3.087985732834475e-05,4.393841013530797e-05
catboost,A,0,0,primary_ndvi_raw,0.0,0.0
catboost,A,0,0,primary_ndvi_cleaned,0.0,0.0
catboost,A,0,0,primary_ndvi_invalid_flag,0.0,0.0
catboost,A,0,0,primary_ndvi_missing_flag,0.0,0.0
catboost,A,0,0,primary_ndvi_interpolated,0.012432052061372469,0.0013648301632580087
catboost,A,0,0,primary_ndvi_left,-0.0003132511626356832,0.00012940956884971433
catboost,A,0,0,primary_ndvi_right,7.064958649657255e-05,4.217786334356072e-05
catboost,A,0,0,primary_ndvi_days_since,2.8911021288685612e-05,2.2638075812375646e-05
catboost,A,0,0,primary_ndvi_days_until,-1.2033521389231971e-05,1.2481677201386931e-05
catboost,A,0,0,primary_ndvi_context_median,0.005376066062852465,1.804803065848931e-05
catboost,A,0,0,primary_ndvi_context_iqr,0.00025892108016425247,8.876007102096711e-05
catboost,A,0,0,primary_ndvi_context_count,-3.6209038402353066e-05,6.390800808116215e-06
catboost,A,0,0,primary_ndvi_context_invalid_count,0.0,0.0
catboost,A,0,0,s2_ndvi_raw,0.0,0.0
catboost,A,0,0,s2_ndvi_cleaned,0.0,0.0
catboost,A,0,0,s2_ndvi_invalid_flag,0.0,0.0
catboost,A,0,0,s2_ndvi_missing_flag,0.0,0.0
catboost,A,0,0,s2_ndvi_interpolated,0.00045026968797626243,0.00010237210168874411
catboost,A,0,0,s2_ndvi_left,4.1034186392202576e-05,0.00010798086861583955
catboost,A,0,0,s2_ndvi_right,-0.0001030049286191298,0.00011862651860505835
catboost,A,0,0,s2_ndvi_days_since,3.816756203654792e-05,6.1441720322213955e-06
catboost,A,0,0,s2_ndvi_days_until,4.628190745030458e-05,1.8095840122134277e-05
catboost,A,0,0,s2_ndvi_context_median,-0.00012081467282252373,9.665332819857458e-05
catboost,A,0,0,s2_ndvi_context_iqr,2.5116710658752706e-05,1.4874205500677029e-05
catboost,A,0,0,s2_ndvi_context_count,-1.4149459040477264e-05,5.739625126871539e-06
catboost,A,0,0,s2_ndvi_context_invalid_count,0.0,0.0
catboost,A,0,0,s2_evi_raw,0.0,0.0
catboost,A,0,0,s2_evi_cleaned,0.0,0.0
catboost,A,0,0,s2_evi_invalid_flag,0.0,0.0
catboost,A,0,0,s2_evi_missing_flag,0.0,0.0
catboost,A,0,0,s2_evi_interpolated,0.0005092807610165354,3.3184604763654424e-05
catboost,A,0,0,s2_evi_left,0.00023923574133601078,0.00016629145706099913
catboost,A,0,0,s2_evi_right,-9.271514222516236e-05,1.019908789071794e-05
catboost,A,0,0,s2_evi_days_since,6.467814360014423e-05,1.1118060693496301e-05
catboost,A,0,0,s2_evi_days_until,-2.3838055132709146e-05,4.890611026969055e-05
catboost,A,0,0,s2_evi_context_median,-9.902125103385812e-05,6.24217807246516e-05
catboost,A,0,0,s2_evi_context_iqr,0.00010239049112023557,5.705135059921873e-05
catboost,A,0,0,s2_evi_context_count,-3.642977670370584e-05,7.455173792289549e-06
catboost,A,0,0,s2_evi_context_invalid_count,-1.0317324962642871e-05,4.183039372628039e-06
catboost,A,0,0,s2_ndwi_raw,0.0,0.0
catboost,A,0,0,s2_ndwi_cleaned,0.0,0.0
catboost,A,0,0,s2_ndwi_invalid_flag,0.0,0.0
catboost,A,0,0,s2_ndwi_missing_flag,0.0,0.0
catboost,A,0,0,s2_ndwi_interpolated,0.00029224594437776696,5.9665705273562186e-05
catboost,A,0,0,s2_ndwi_left,5.534498037669533e-05,5.5346218856472396e-05
catboost,A,0,0,s2_ndwi_right,0.00013093539738080057,8.839383833520592e-05
catboost,A,0,0,s2_ndwi_days_since,1.904271574352384e-05,5.178402408958366e-05
catboost,A,0,0,s2_ndwi_days_until,-3.505616826985497e-05,4.6604529428791175e-05
catboost,A,0,0,s2_ndwi_context_median,0.00024042212948443414,5.245838205163861e-05
catboost,A,0,0,s2_ndwi_context_iqr,7.0005874238388e-05,7.651629604557564e-05
catboost,A,0,0,s2_ndwi_context_count,2.164214317132429e-07,7.241800711807467e-07
catboost,A,0,0,s2_ndwi_context_invalid_count,0.0,0.0
catboost,A,0,0,landsat_ndvi_raw,0.0,0.0
catboost,A,0,0,landsat_ndvi_cleaned,0.0,0.0
catboost,A,0,0,landsat_ndvi_invalid_flag,0.0,0.0
catboost,A,0,0,landsat_ndvi_missing_flag,0.0,0.0
catboost,A,0,0,landsat_ndvi_interpolated,0.005872049733627878,0.0005458499253878993
catboost,A,0,0,landsat_ndvi_left,0.0005680991655188442,0.00014990610193543058
catboost,A,0,0,landsat_ndvi_right,0.00012415993406483805,5.5454695246981434e-05
catboost,A,0,0,landsat_ndvi_days_since,-8.544594760698243e-07,1.094976508542872e-05
catboost,A,0,0,landsat_ndvi_days_until,-1.5086568866014283e-05,4.419318324559718e-06
catboost,A,0,0,landsat_ndvi_context_median,0.0005908911463510455,9.202241988352788e-06
catboost,A,0,0,landsat_ndvi_context_iqr,0.00010560737698618594,8.666952393913963e-05
catboost,A,0,0,landsat_ndvi_context_count,-6.198112120423677e-05,8.18400055153587e-05
catboost,A,0,0,landsat_ndvi_context_invalid_count,0.0,0.0
catboost,A,0,0,landsat_evi_raw,0.0,0.0
catboost,A,0,0,landsat_evi_cleaned,0.0,0.0
catboost,A,0,0,landsat_evi_invalid_flag,0.0,0.0
catboost,A,0,0,landsat_evi_missing_flag,0.0,0.0
catboost,A,0,0,landsat_evi_interpolated,0.004109258884784542,0.0008031102710965021
catboost,A,0,0,landsat_evi_left,-7.538457138586002e-05,0.00010679102892757059
catboost,A,0,0,landsat_evi_right,6.854295728379867e-06,2.1020184818518195e-06
catboost,A,0,0,landsat_evi_days_since,6.255016161913624e-05,4.304641528602576e-05
catboost,A,0,0,landsat_evi_days_until,5.239461803219214e-05,1.7875476449699668e-05
catboost,A,0,0,landsat_evi_context_median,0.000125210290241623,0.00016141118008961008
catboost,A,0,0,landsat_evi_context_iqr,8.961368511714585e-05,4.853118100761611e-05
catboost,A,0,0,landsat_evi_context_count,9.040643082146999e-05,4.108458191244557e-06
catboost,A,0,0,landsat_evi_context_invalid_count,0.0,0.0
catboost,A,0,0,landsat_ndwi_raw,0.0,0.0
catboost,A,0,0,landsat_ndwi_cleaned,0.0,0.0
catboost,A,0,0,landsat_ndwi_invalid_flag,0.0,0.0
catboost,A,0,0,landsat_ndwi_missing_flag,0.0,0.0
catboost,A,0,0,landsat_ndwi_interpolated,0.0004172043687734467,7.758540884847398e-05
catboost,A,0,0,landsat_ndwi_left,-5.7936660681774665e-05,2.407254202187875e-05
catboost,A,0,0,landsat_ndwi_right,-1.2635460638642237e-05,3.2679449627807944e-05
catboost,A,0,0,landsat_ndwi_days_since,3.497930197021021e-05,6.955149826617241e-05
catboost,A,0,0,landsat_ndwi_days_until,-7.137614087165955e-05,1.9395160586202498e-05
catboost,A,0,0,landsat_ndwi_context_median,6.610302789850087e-05,2.7290292985621134e-05
catboost,A,0,0,landsat_ndwi_context_iqr,-0.0001263004925400671,8.262886920069185e-05
catboost,A,0,0,landsat_ndwi_context_count,1.4429246325171896e-05,4.340138260248982e-06
catboost,A,0,0,landsat_ndwi_context_invalid_count,0.0,0.0
catboost,A,0,0,modis_ndvi_raw,0.0,0.0
catboost,A,0,0,modis_ndvi_cleaned,0.0,0.0
catboost,A,0,0,modis_ndvi_invalid_flag,0.0,0.0
catboost,A,0,0,modis_ndvi_missing_flag,0.0,0.0
catboost,A,0,0,modis_ndvi_interpolated,0.0007605557549090342,5.185958919443068e-05
catboost,A,0,0,modis_ndvi_left,9.16661755741982e-06,9.602904240828963e-05
catboost,A,0,0,modis_ndvi_right,-5.749508043553092e-05,9.991999524753409e-05
catboost,A,0,0,modis_ndvi_days_since,-6.711867694304818e-06,1.1643608019702711e-05
catboost,A,0,0,modis_ndvi_days_until,-2.528795058007183e-07,5.102973002719946e-06
catboost,A,0,0,modis_ndvi_context_median,-0.00010214953789219883,9.759443369444787e-05
catboost,A,0,0,modis_ndvi_context_iqr,-0.00013036845277099307,4.3530731650393006e-05
catboost,A,0,0,modis_ndvi_context_count,-7.157835715330962e-06,1.588413840215852e-06
catboost,A,0,0,modis_ndvi_context_invalid_count,0.0,0.0
catboost,A,0,0,modis_evi_raw,0.0,0.0
catboost,A,0,0,modis_evi_cleaned,0.0,0.0
catboost,A,0,0,modis_evi_invalid_flag,0.0,0.0
catboost,A,0,0,modis_evi_missing_flag,0.0,0.0
catboost,A,0,0,modis_evi_interpolated,0.00044891697322257257,0.00013036803635089328
catboost,A,0,0,modis_evi_left,0.00017499464741952547,9.658695086155883e-05
catboost,A,0,0,modis_evi_right,7.601779823129123e-05,1.238287045048081e-06
catboost,A,0,0,modis_evi_days_since,-9.535883448839877e-06,3.4930072067909657e-06
catboost,A,0,0,modis_evi_days_until,5.115272795411241e-06,1.0981222044445516e-05
catboost,A,0,0,modis_evi_context_median,-0.0002298861683870529,1.3464567223384072e-05
catboost,A,0,0,modis_evi_context_iqr,1.9679380207852926e-05,3.400056273342861e-05
catboost,A,0,0,modis_evi_context_count,3.276134718905449e-05,3.0916527441679498e-06
catboost,A,0,0,modis_evi_context_invalid_count,0.0,0.0
catboost,A,0,0,era5_temp_c_raw,0.0,0.0
catboost,A,0,0,era5_temp_c_cleaned,0.0,0.0
catboost,A,0,0,era5_temp_c_invalid_flag,0.0,0.0
catboost,A,0,0,era5_temp_c_missing_flag,0.0,0.0
catboost,A,0,0,era5_temp_c_interpolated,-1.5505293077033855e-05,1.747606818244818e-06
catboost,A,0,0,era5_temp_c_left,-4.458174779967822e-05,2.845237670438122e-05
catboost,A,0,0,era5_temp_c_right,-1.4779601176635737e-05,5.348064259610291e-05
catboost,A,0,0,era5_temp_c_days_since,0.0,0.0
catboost,A,0,0,era5_temp_c_days_until,0.0,0.0
catboost,A,0,0,era5_temp_c_context_median,-1.680397000002748e-05,1.3021950525111958e-05
catboost,A,0,0,era5_temp_c_context_iqr,-9.97662154269413e-06,5.7352000793278735e-06
catboost,A,0,0,era5_temp_c_context_count,2.00411820548696e-06,3.0751803099943187e-06
catboost,A,0,0,era5_temp_c_context_invalid_count,0.0,0.0
catboost,A,0,0,era5_temp_c_same_date,-4.486329143729706e-05,2.6324726541598897e-05
catboost,A,0,0,era5_temp_c_same_date_count,0.0,0.0
catboost,A,0,0,era5_temp_c_reconstructed,-5.37409210320805e-05,4.000893860089949e-05
catboost,A,0,0,era5_temp_c_available,0.0,0.0
catboost,A,0,0,era5_precip_mm_raw,0.0,0.0
catboost,A,0,0,era5_precip_mm_cleaned,0.0,0.0
catboost,A,0,0,era5_precip_mm_invalid_flag,0.0,0.0
catboost,A,0,0,era5_precip_mm_missing_flag,0.0,0.0
catboost,A,0,0,era5_precip_mm_interpolated,-1.8996208802905812e-05,1.4122623833233428e-05
catboost,A,0,0,era5_precip_mm_left,-6.544798539454e-06,2.073647880171392e-06
catboost,A,0,0,era5_precip_mm_right,1.5624871711951427e-05,1.3752116721228724e-05
catboost,A,0,0,era5_precip_mm_days_since,3.2597197191300276e-06,9.644013625673131e-07
catboost,A,0,0,era5_precip_mm_days_until,0.0,0.0
catboost,A,0,0,era5_precip_mm_context_median,-3.990732240582995e-05,1.2180096442937494e-05
catboost,A,0,0,era5_precip_mm_context_iqr,7.583814595448629e-05,5.5229797876962805e-06
catboost,A,0,0,era5_precip_mm_context_count,-9.333500564535913e-05,1.967139216496605e-05
catboost,A,0,0,era5_precip_mm_context_invalid_count,-7.59081356453764e-05,3.07279389372625e-05
catboost,A,0,0,era5_precip_mm_same_date,-0.00016384818330287404,9.66494405058374e-05
catboost,A,0,0,era5_precip_mm_same_date_count,1.0506212939333237e-05,6.5913417105420424e-06
catboost,A,0,0,era5_precip_mm_reconstructed,-0.0001725461994360883,8.289201579278482e-05
catboost,A,0,0,era5_precip_mm_available,0.0,0.0
catboost,A,0,0,availability_s2_days_since,0.0,0.0
catboost,A,0,0,availability_s2_days_until,2.8460591692834603e-05,1.8335335578677225e-05
catboost,A,0,0,availability_s2_same_date_count,-0.0002255389052088913,4.860983455062806e-05
catboost,A,0,0,availability_s2_count_7d,1.5949975428052043e-05,3.9857193140986624e-05
catboost,A,0,0,availability_s2_count_15d,-0.0003055227657733292,9.70815444459247e-05
catboost,A,0,0,availability_s2_count_30d,-1.5079509821380732e-07,1.9952130984879357e-07
catboost,A,0,0,source_calendar_s2_local_count,-6.518980267862517e-05,6.367230646725508e-05
catboost,A,0,0,source_calendar_s2_same_date_count,1.3318534118948733e-05,7.659879538250008e-05
catboost,A,0,0,source_calendar_s2_fit_count,0.0,0.0
catboost,A,0,0,availability_landsat_days_since,-2.946757647211834e-05,5.633206018131054e-06
catboost,A,0,0,availability_landsat_days_until,0.0,0.0
catboost,A,0,0,availability_landsat_same_date_count,6.253584047662131e-06,8.576290346303667e-05
catboost,A,0,0,availability_landsat_count_7d,1.3138235965416689e-05,2.0047790701048507e-05
catboost,A,0,0,availability_landsat_count_15d,-7.1499079765877105e-06,1.2502570734422569e-05
catboost,A,0,0,availability_landsat_count_30d,-1.1585874555491982e-05,2.0244632949875663e-05
catboost,A,0,0,source_calendar_landsat_local_count,-6.702048727566523e-05,0.0001284384724109522
catboost,A,0,0,source_calendar_landsat_same_date_count,3.826980070811836e-05,1.5936044783171344e-05
catboost,A,0,0,source_calendar_landsat_fit_count,0.0,0.0
catboost,A,0,0,availability_modis_days_since,8.30692260791327e-06,2.486964593394897e-05
catboost,A,0,0,availability_modis_days_until,7.30135190437492e-06,2.2645769948842487e-07
catboost,A,0,0,availability_modis_same_date_count,0.0013066311102707465,2.4527582967538708e-05
catboost,A,0,0,availability_modis_count_7d,-5.651553099996626e-05,5.957258295315876e-05
catboost,A,0,0,availability_modis_count_15d,-0.00010490809455511452,5.9128358270113535e-05
catboost,A,0,0,availability_modis_count_30d,-9.755711645190179e-05,4.407476002166177e-06
catboost,A,0,0,source_calendar_modis_local_count,1.7819088049285392e-05,1.9656595786267383e-05
catboost,A,0,0,source_calendar_modis_same_date_count,0.0008430595563016716,2.5539699486910872e-05
catboost,A,0,0,source_calendar_modis_fit_count,0.0,0.0
catboost,A,0,0,p_s2,0.0005293639751512424,0.00017788552792448453
catboost,A,0,0,p_landsat,4.860558211822186e-05,0.00012094762173993356
catboost,A,0,0,p_modis,0.0012084410286101813,7.143078939293723e-06
catboost,A,0,0,p_unknown,0.0,0.0
catboost,A,0,0,source_confidence,-0.0003612773672482805,3.3530689007882364e-05
catboost,A,0,0,source_unknown_local_count,0.0,0.0
catboost,A,0,0,pchip_interpolation,-0.000502800669800206,0.0002762288370421265
catboost,A,0,0,akima_interpolation,0.0002743298150393106,7.668139059942986e-05
catboost,A,0,0,left_days_1,3.683543761397873e-05,3.1250093299253767e-06
catboost,A,0,0,left_days_2,-8.142273819025658e-06,9.169762251182156e-07
catboost,A,0,0,left_days_3,-3.4915810295674254e-05,3.9508837167134825e-06
catboost,A,0,0,left_days_4,2.315218730461477e-05,7.468056616152796e-06
catboost,A,0,0,right_days_1,-8.219424639334394e-06,6.721377425779329e-06
catboost,A,0,0,right_days_2,-6.902731244902427e-05,3.4687675550468255e-05
catboost,A,0,0,right_days_3,-3.400274543773063e-05,5.101361089988876e-05
catboost,A,0,0,right_days_4,-1.7508285967068882e-05,1.049916706601095e-05
catboost,A,1,0,anon_polygon_id,5.9379782482403554e-05,1.3731410630206387e-05
catboost,A,1,0,date,0.0,0.0
catboost,A,1,0,crop_type,-0.0003876907867580229,0.000195080686638531
catboost,A,1,0,year,1.7522015059827367e-05,2.6546830867099636e-06
catboost,A,1,0,month,0.0002254601110387236,0.0001319828362099998
catboost,A,1,0,doy,0.00013143362666490077,8.975342440514789e-06
catboost,A,1,0,iso_week,-1.343479887225274e-05,2.600957946605198e-05
catboost,A,1,0,sin_doy,8.796558415748862e-05,5.4018974407772646e-05
catboost,A,1,0,cos_doy,0.0002977629059756487,4.861026798819168e-05
catboost,A,1,0,prior_polygon_crop_season_median,9.095034972705918e-06,5.424441329990315e-06
catboost,A,1,0,prior_polygon_crop_season_iqr,0.0,0.0
catboost,A,1,0,prior_polygon_crop_season_count,-1.9042697076976367e-05,1.4925893309494787e-05
catboost,A,1,0,prior_polygon_crop_median,1.4430432013427807e-05,3.4558667220269124e-07
catboost,A,1,0,prior_polygon_crop_iqr,3.6136223517793664e-05,1.1232662002619298e-06
catboost,A,1,0,prior_polygon_crop_count,-1.1766616485574255e-05,4.3548544659412214e-05
catboost,A,1,0,prior_crop_season_median,-1.893873202422902e-05,5.22728553206675e-07
catboost,A,1,0,prior_crop_season_iqr,-0.0001282908732696958,0.0003215432570283089
catboost,A,1,0,prior_crop_season_count,-2.5458153730166522e-05,1.0060636540097645e-05
catboost,A,1,0,prior_crop_median,4.774919822939094e-06,5.058943418402573e-05
catboost,A,1,0,prior_crop_iqr,4.1240812631779256e-05,1.6054386421729405e-05
catboost,A,1,0,prior_crop_count,-1.1310711554086972e-05,3.8948098202915005e-06
catboost,A,1,0,prior_global_season_median,0.00013327396181311152,8.087772208400373e-05
catboost,A,1,0,prior_global_season_iqr,1.1757732559271317e-05,1.2004681524589722e-05
catboost,A,1,0,prior_global_season_count,-4.34502215477528e-05,2.359108119123765e-05
catboost,A,1,0,prior_polygon_crop_year_median,1.3631560311408442e-05,3.128490221024349e-05
catboost,A,1,0,prior_polygon_crop_year_iqr,6.906216216961969e-06,3.6640493305817312e-06
catboost,A,1,0,prior_polygon_crop_year_count,-3.2979553506812254e-05,3.3608026588957673e-05
catboost,A,1,0,prior_crop_year_median,4.958598229681116e-05,9.440527169606028e-06
catboost,A,1,0,prior_crop_year_iqr,-1.6524118031407964e-05,5.4975710492358165e-05
catboost,A,1,0,prior_crop_year_count,0.00031565642146501316,0.0002452204911459893
catboost,A,1,0,seasonal_prior,-7.319071422269563e-05,3.4578070482058076e-05
catboost,A,1,0,seasonal_prior_level,-4.722472232952801e-06,1.3140651424208005e-05
catboost,A,1,0,crop_seasonal_prior,9.672124577811414e-05,2.503311847724954e-05
catboost,A,1,0,prior_global_median,0.0,0.0
catboost,A,1,0,prior_global_iqr,0.0,0.0
catboost,A,1,0,seen_polygon,0.0,0.0
catboost,A,1,0,crop_frequency,-7.963717408125681e-06,1.9220586224902303e-06
catboost,A,1,0,fit_target_count,0.0,0.0
catboost,A,1,0,target_left_1,0.0001881100846261724,4.0573636440693894e-05
catboost,A,1,0,target_left_1_raw,0.000617235402294268,0.0001321097571321747
catboost,A,1,0,target_left_1_cleaned,0.00012322698886872013,3.926355632118822e-05
catboost,A,1,0,target_left_1_invalid_flag,0.0,0.0
catboost,A,1,0,target_left_1_missing_flag,0.0,0.0
catboost,A,1,0,days_left_1,2.3568834766909963e-05,3.3681980728117455e-07
catboost,A,1,0,target_left_2,0.0003582784605269673,9.935445489057948e-05
catboost,A,1,0,target_left_2_raw,0.0004567172921753973,0.00016400252015590783
catboost,A,1,0,target_left_2_cleaned,0.0006268333644372792,0.0006343435439217782
catboost,A,1,0,target_left_2_invalid_flag,0.0,0.0
catboost,A,1,0,target_left_2_missing_flag,0.0,0.0
catboost,A,1,0,days_left_2,-7.72733821364363e-06,9.114427115299029e-06
catboost,A,1,0,target_left_3,5.2448520610995364e-05,2.63403330873907e-05
catboost,A,1,0,target_left_3_raw,3.8882434957671075e-05,3.8996775142241535e-05
catboost,A,1,0,target_left_3_cleaned,3.085830813603918e-05,0.00020578446136716722
catboost,A,1,0,target_left_3_invalid_flag,0.0,0.0
