dimension,subgroup,n,rmse,gap_score,mode,repeat,fold,model
year,2010,35,0.075005909584676,7.5,A,3,0,mean_neighbors
year,2011,32,0.09703556456951368,0.89,A,3,0,mean_neighbors
year,2012,34,0.09438392877584115,1.68,A,3,0,mean_neighbors
year,2013,34,0.06648793878608446,10.05,A,3,0,mean_neighbors
year,2014,36,0.07852451205254508,6.44,A,3,0,mean_neighbors
year,2015,28,0.11354372708520079,0.0,A,3,0,mean_neighbors
year,2016,31,0.11283702678463821,0.0,A,3,0,mean_neighbors
year,2017,79,0.07990901617230659,6.03,A,3,0,mean_neighbors
year,2018,81,0.08641630880383222,4.08,A,3,0,mean_neighbors
year,2019,155,0.10195298163261819,0.0,A,3,0,mean_neighbors
year,2020,144,0.06972143116853777,9.08,A,3,0,mean_neighbors
year,2021,122,0.0921927994021927,2.34,A,3,0,mean_neighbors
year,2022,114,0.08355518909051739,4.93,A,3,0,mean_neighbors
year,2023,127,0.08600971402816456,4.2,A,3,0,mean_neighbors
year,2024,148,0.06136684535889362,11.59,A,3,0,mean_neighbors
confidence_bin,low,85,0.08975838586900768,3.07,A,3,0,mean_neighbors
confidence_bin,medium,850,0.08403941443412723,4.79,A,3,0,mean_neighbors
confidence_bin,high,265,0.08668254699018445,4.0,A,3,0,mean_neighbors
overall,all,1200,0.08540496747338334,4.38,A,3,0,linear
seen_polygon,False,1034,0.08574954210339836,4.28,A,3,0,linear
seen_polygon,True,166,0.0832265284760521,5.03,A,3,0,linear
crop_type,зерновые,265,0.0649678029000456,10.51,A,3,0,linear
crop_type,озимая пшеница,800,0.09532897596378595,1.4,A,3,0,linear
crop_type,пастбища/зерновые,112,0.05319646374489217,14.04,A,3,0,linear
crop_type,подсолнечник,23,0.045328948010004935,16.4,A,3,0,linear
source_label,landsat,451,0.0769038681732585,6.93,A,3,0,linear
source_label,modis,188,0.10400197446731432,0.0,A,3,0,linear
source_label,s2,561,0.08498734858881926,4.5,A,3,0,linear
gap_length,1,856,0.08372207852940078,4.88,A,3,0,linear
gap_length,2,272,0.08581347777506661,4.26,A,3,0,linear
gap_length,3,63,0.10417427548450553,0.0,A,3,0,linear
gap_length,4,4,0.04417318603090297,16.75,A,3,0,linear
gap_length,5,5,0.10796431630087201,0.0,A,3,0,linear
left_distance_bin,0-7,1008,0.08144079993183853,5.57,A,3,0,linear
left_distance_bin,16-30,30,0.08347070357581281,4.96,A,3,0,linear
left_distance_bin,31+,7,0.13445060424815042,0.0,A,3,0,linear
left_distance_bin,8-15,154,0.10597235904645602,0.0,A,3,0,linear
left_distance_bin,none,1,0.04630590587962208,16.11,A,3,0,linear
right_distance_bin,0-7,1007,0.08622827996153974,4.13,A,3,0,linear
right_distance_bin,16-30,31,0.07874655397506765,6.38,A,3,0,linear
right_distance_bin,31+,11,0.06545029907788982,10.36,A,3,0,linear
right_distance_bin,8-15,149,0.08282669773049314,5.15,A,3,0,linear
right_distance_bin,none,2,0.04424305875264054,16.73,A,3,0,linear
year,2010,35,0.0745361799462646,7.64,A,3,0,linear
year,2011,32,0.09571814353535793,1.28,A,3,0,linear
year,2012,34,0.10207898210077954,0.0,A,3,0,linear
year,2013,34,0.06747952409569295,9.76,A,3,0,linear
year,2014,36,0.07903815789761091,6.29,A,3,0,linear
year,2015,28,0.11707687576954785,0.0,A,3,0,linear
year,2016,31,0.10840071818307119,0.0,A,3,0,linear
year,2017,79,0.07829052595516449,6.51,A,3,0,linear
year,2018,81,0.08160804402122449,5.52,A,3,0,linear
year,2019,155,0.10608247151112553,0.0,A,3,0,linear
year,2020,144,0.0648860304465584,10.53,A,3,0,linear
year,2021,122,0.09714194545571604,0.86,A,3,0,linear
year,2022,114,0.07924070009694037,6.23,A,3,0,linear
year,2023,127,0.08395539012198067,4.81,A,3,0,linear
year,2024,148,0.06610021877279836,10.17,A,3,0,linear
confidence_bin,low,85,0.08921634900909817,3.24,A,3,0,linear
confidence_bin,medium,850,0.08446212345662751,4.66,A,3,0,linear
confidence_bin,high,265,0.08714496856799106,3.86,A,3,0,linear
overall,all,1200,0.1727308467933788,0.0,A,3,0,seasonal_crop
seen_polygon,False,1034,0.1738368048378162,0.0,A,3,0,seasonal_crop
seen_polygon,True,166,0.16567579431027876,0.0,A,3,0,seasonal_crop
crop_type,зерновые,265,0.16574374272132342,0.0,A,3,0,seasonal_crop
crop_type,озимая пшеница,800,0.17850352030474356,0.0,A,3,0,seasonal_crop
crop_type,пастбища/зерновые,112,0.14317462827372435,0.0,A,3,0,seasonal_crop
crop_type,подсолнечник,23,0.17896223999413857,0.0,A,3,0,seasonal_crop
source_label,landsat,451,0.161981466668689,0.0,A,3,0,seasonal_crop
source_label,modis,188,0.15516606574931302,0.0,A,3,0,seasonal_crop
source_label,s2,561,0.18616791834647864,0.0,A,3,0,seasonal_crop
gap_length,1,856,0.17062287568649093,0.0,A,3,0,seasonal_crop
gap_length,2,272,0.17571887444607578,0.0,A,3,0,seasonal_crop
gap_length,3,63,0.1961124024798419,0.0,A,3,0,seasonal_crop
gap_length,4,4,0.07934365541155296,6.2,A,3,0,seasonal_crop
gap_length,5,5,0.08529585374566634,4.41,A,3,0,seasonal_crop
left_distance_bin,0-7,1008,0.1732106621640972,0.0,A,3,0,seasonal_crop
left_distance_bin,16-30,30,0.17990833292856456,0.0,A,3,0,seasonal_crop
left_distance_bin,31+,7,0.21173699028441317,0.0,A,3,0,seasonal_crop
left_distance_bin,8-15,154,0.16644906626770573,0.0,A,3,0,seasonal_crop
left_distance_bin,none,1,0.09865358875595504,0.4,A,3,0,seasonal_crop
right_distance_bin,0-7,1007,0.17629845698551727,0.0,A,3,0,seasonal_crop
right_distance_bin,16-30,31,0.14650925281987276,0.0,A,3,0,seasonal_crop
right_distance_bin,31+,11,0.12224856785079531,0.0,A,3,0,seasonal_crop
right_distance_bin,8-15,149,0.1568951235972782,0.0,A,3,0,seasonal_crop
right_distance_bin,none,2,0.05839109722481533,12.48,A,3,0,seasonal_crop
year,2010,35,0.12705797439257174,0.0,A,3,0,seasonal_crop
year,2011,32,0.1621061039157956,0.0,A,3,0,seasonal_crop
year,2012,34,0.13872297029093889,0.0,A,3,0,seasonal_crop
year,2013,34,0.1738395503718105,0.0,A,3,0,seasonal_crop
year,2014,36,0.17106571857796118,0.0,A,3,0,seasonal_crop
year,2015,28,0.17186307376568735,0.0,A,3,0,seasonal_crop
year,2016,31,0.15360483182118242,0.0,A,3,0,seasonal_crop
year,2017,79,0.1689805929882631,0.0,A,3,0,seasonal_crop
year,2018,81,0.16417059536678225,0.0,A,3,0,seasonal_crop
year,2019,155,0.1814667957652421,0.0,A,3,0,seasonal_crop
year,2020,144,0.16519279441401077,0.0,A,3,0,seasonal_crop
year,2021,122,0.17311077687663987,0.0,A,3,0,seasonal_crop
year,2022,114,0.19158312045829923,0.0,A,3,0,seasonal_crop
year,2023,127,0.18525107421224432,0.0,A,3,0,seasonal_crop
year,2024,148,0.17305174243562188,0.0,A,3,0,seasonal_crop
confidence_bin,low,85,0.14954504062425883,0.0,A,3,0,seasonal_crop
confidence_bin,medium,850,0.1738312248994901,0.0,A,3,0,seasonal_crop
confidence_bin,high,265,0.1760951485226231,0.0,A,3,0,seasonal_crop
overall,all,1200,0.08871864677793362,3.38,A,3,0,pchip
seen_polygon,False,1034,0.08906799138402322,3.28,A,3,0,pchip
seen_polygon,True,166,0.08651085359557446,4.05,A,3,0,pchip
crop_type,зерновые,265,0.06719616594966538,9.84,A,3,0,pchip
crop_type,озимая пшеница,800,0.09911180042630809,0.27,A,3,0,pchip
crop_type,пастбища/зерновые,112,0.055574949754528064,13.33,A,3,0,pchip
crop_type,подсолнечник,23,0.04383630690501482,16.85,A,3,0,pchip
source_label,landsat,451,0.08026580440334737,5.92,A,3,0,pchip
source_label,modis,188,0.10683056535665739,0.0,A,3,0,pchip
source_label,s2,561,0.08850093336656836,3.45,A,3,0,pchip
gap_length,1,856,0.08655822977927644,4.03,A,3,0,pchip
gap_length,2,272,0.09018969908026313,2.94,A,3,0,pchip
gap_length,3,63,0.10830721584829248,0.0,A,3,0,pchip
gap_length,4,4,0.04150223254906923,17.55,A,3,0,pchip
gap_length,5,5,0.12112817484799829,0.0,A,3,0,pchip
left_distance_bin,0-7,1008,0.08453919536609013,4.64,A,3,0,pchip
left_distance_bin,16-30,30,0.08843022988464724,3.47,A,3,0,pchip
left_distance_bin,31+,7,0.13605189662368683,0.0,A,3,0,pchip
left_distance_bin,8-15,154,0.11033700301511294,0.0,A,3,0,pchip
left_distance_bin,none,1,0.04630590587962208,16.11,A,3,0,pchip
right_distance_bin,0-7,1007,0.08933499195941992,3.2,A,3,0,pchip
right_distance_bin,16-30,31,0.08568458905780381,4.29,A,3,0,pchip
right_distance_bin,31+,11,0.06699792207569105,9.9,A,3,0,pchip
right_distance_bin,8-15,149,0.08699702312565614,3.9,A,3,0,pchip
right_distance_bin,none,2,0.04424305875264054,16.73,A,3,0,pchip
year,2010,35,0.07939741954422878,6.18,A,3,0,pchip
year,2011,32,0.0975120602725951,0.75,A,3,0,pchip
year,2012,34,0.11035674530865176,0.0,A,3,0,pchip
year,2013,34,0.07125714436802764,8.62,A,3,0,pchip
year,2014,36,0.08443287579169297,4.67,A,3,0,pchip
year,2015,28,0.12214248946525062,0.0,A,3,0,pchip
year,2016,31,0.11065028786074455,0.0,A,3,0,pchip
year,2017,79,0.0803444256620438,5.9,A,3,0,pchip
year,2018,81,0.08338882146952951,4.98,A,3,0,pchip
year,2019,155,0.11040293018101831,0.0,A,3,0,pchip
year,2020,144,0.06786848334445035,9.64,A,3,0,pchip
year,2021,122,0.10061243773194624,0.0,A,3,0,pchip
year,2022,114,0.08188806999763365,5.43,A,3,0,pchip
year,2023,127,0.08610677764564768,4.17,A,3,0,pchip
year,2024,148,0.0694008560825182,9.18,A,3,0,pchip
confidence_bin,low,85,0.09111545848345153,2.67,A,3,0,pchip
confidence_bin,medium,850,0.08754632219264223,3.74,A,3,0,pchip
confidence_bin,high,265,0.0916272373907856,2.51,A,3,0,pchip
overall,all,1200,0.09104173919308203,2.69,A,3,0,akima
seen_polygon,False,1034,0.09150475917434285,2.55,A,3,0,akima
seen_polygon,True,166,0.08810285837211966,3.57,A,3,0,akima
crop_type,зерновые,265,0.0678690272286131,9.64,A,3,0,akima
crop_type,озимая пшеница,800,0.1018865639258534,0.0,A,3,0,akima
crop_type,пастбища/зерновые,112,0.05791270225940095,12.63,A,3,0,akima
crop_type,подсолнечник,23,0.04440007592993529,16.68,A,3,0,akima
source_label,landsat,451,0.08382868534703408,4.85,A,3,0,akima
source_label,modis,188,0.10605338759903939,0.0,A,3,0,akima
source_label,s2,561,0.09116528749908197,2.65,A,3,0,akima
gap_length,1,856,0.08755687957143003,3.73,A,3,0,akima
gap_length,2,272,0.09546053982977944,1.36,A,3,0,akima
gap_length,3,63,0.11500869728986726,0.0,A,3,0,akima
gap_length,4,4,0.040950816718505936,17.71,A,3,0,akima
gap_length,5,5,0.11434798321971103,0.0,A,3,0,akima
left_distance_bin,0-7,1008,0.08682512825962409,3.95,A,3,0,akima
left_distance_bin,16-30,30,0.09340233429345442,1.98,A,3,0,akima
left_distance_bin,31+,7,0.14164625580153348,0.0,A,3,0,akima
left_distance_bin,8-15,154,0.11232768792085578,0.0,A,3,0,akima
left_distance_bin,none,1,0.04630590587962208,16.11,A,3,0,akima
right_distance_bin,0-7,1007,0.09109701829853292,2.67,A,3,0,akima
right_distance_bin,16-30,31,0.09108104576864207,2.68,A,3,0,akima
right_distance_bin,31+,11,0.10187707253074621,0.0,A,3,0,akima
right_distance_bin,8-15,149,0.09027582056236437,2.92,A,3,0,akima
right_distance_bin,none,2,0.04424305875264054,16.73,A,3,0,akima
year,2010,35,0.0813618905530841,5.59,A,3,0,akima
year,2011,32,0.1046485683033542,0.0,A,3,0,akima
year,2012,34,0.11053257349550157,0.0,A,3,0,akima
year,2013,34,0.0741647547609699,7.75,A,3,0,akima
year,2014,36,0.08668098055272877,4.0,A,3,0,akima
year,2015,28,0.12323815259240703,0.0,A,3,0,akima
year,2016,31,0.10996337864960752,0.0,A,3,0,akima
year,2017,79,0.07979668423740482,6.06,A,3,0,akima
year,2018,81,0.08359169526997358,4.92,A,3,0,akima
year,2019,155,0.11086785280557243,0.0,A,3,0,akima
year,2020,144,0.07147465078484522,8.56,A,3,0,akima
year,2021,122,0.10225901508678374,0.0,A,3,0,akima
year,2022,114,0.0828336035422017,5.15,A,3,0,akima
year,2023,127,0.09083152631060308,2.75,A,3,0,akima
year,2024,148,0.07691539068964619,6.93,A,3,0,akima
confidence_bin,low,85,0.09155569450663796,2.53,A,3,0,akima
confidence_bin,medium,850,0.08954624165740072,3.14,A,3,0,akima
confidence_bin,high,265,0.0955235840271771,1.34,A,3,0,akima
overall,all,1200,0.09990097331778586,0.03,A,4,0,nearest_left
seen_polygon,False,1008,0.09993172767062558,0.02,A,4,0,nearest_left
seen_polygon,True,192,0.0997393573847186,0.08,A,4,0,nearest_left
crop_type,зерновые,242,0.08311906382258867,5.06,A,4,0,nearest_left
crop_type,озимая пшеница,824,0.10768421886353009,0.0,A,4,0,nearest_left
crop_type,пастбища/зерновые,100,0.07061684700441069,8.81,A,4,0,nearest_left
crop_type,подсолнечник,34,0.08585775095913838,4.24,A,4,0,nearest_left
source_label,landsat,493,0.08612972058163171,4.16,A,4,0,nearest_left
source_label,modis,185,0.14104545361720333,0.0,A,4,0,nearest_left
source_label,s2,522,0.09426721398357159,1.72,A,4,0,nearest_left
gap_length,1,907,0.09637876728572559,1.09,A,4,0,nearest_left
gap_length,2,222,0.11294760351719443,0.0,A,4,0,nearest_left
gap_length,3,51,0.09429053258969497,1.71,A,4,0,nearest_left
gap_length,5,20,0.11526653605449845,0.0,A,4,0,nearest_left
left_distance_bin,0-7,1044,0.09681802572756089,0.95,A,4,0,nearest_left
left_distance_bin,16-30,23,0.11294329862599896,0.0,A,4,0,nearest_left
left_distance_bin,31+,20,0.13984434012975458,0.0,A,4,0,nearest_left
left_distance_bin,8-15,111,0.11560676463935579,0.0,A,4,0,nearest_left
left_distance_bin,none,2,0.10498437138315779,0.0,A,4,0,nearest_left
right_distance_bin,0-7,1010,0.0987904289569628,0.36,A,4,0,nearest_left
right_distance_bin,16-30,27,0.11678177356812242,0.0,A,4,0,nearest_left
right_distance_bin,31+,13,0.08049215387108279,5.85,A,4,0,nearest_left
right_distance_bin,8-15,150,0.10540868597045232,0.0,A,4,0,nearest_left
year,2010,27,0.07530216712981506,7.41,A,4,0,nearest_left
year,2011,45,0.11995674693401938,0.0,A,4,0,nearest_left
year,2012,31,0.14652720683702472,0.0,A,4,0,nearest_left
year,2013,33,0.10849362039688329,0.0,A,4,0,nearest_left
year,2014,36,0.10248739578965453,0.0,A,4,0,nearest_left
year,2015,34,0.09833828405927476,0.5,A,4,0,nearest_left
year,2016,30,0.0889489538339819,3.32,A,4,0,nearest_left
year,2017,108,0.10002027869668531,0.0,A,4,0,nearest_left
year,2018,60,0.10048224283496562,0.0,A,4,0,nearest_left
year,2019,159,0.1058917327395201,0.0,A,4,0,nearest_left
year,2020,148,0.08427642493076501,4.72,A,4,0,nearest_left
year,2021,114,0.10508512005637805,0.0,A,4,0,nearest_left
year,2022,118,0.12144050963699264,0.0,A,4,0,nearest_left
year,2023,142,0.07270374541906813,8.19,A,4,0,nearest_left
year,2024,115,0.08882357461797868,3.35,A,4,0,nearest_left
confidence_bin,low,105,0.10252014595307454,0.0,A,4,0,nearest_left
confidence_bin,medium,862,0.09814781000138376,0.56,A,4,0,nearest_left
confidence_bin,high,233,0.10500389940438909,0.0,A,4,0,nearest_left
overall,all,1200,0.10463334539002134,0.0,A,4,0,nearest_right
seen_polygon,False,1008,0.10603108129314742,0.0,A,4,0,nearest_right
seen_polygon,True,192,0.09696523859560785,0.91,A,4,0,nearest_right
crop_type,зерновые,242,0.08385030684307383,4.84,A,4,0,nearest_right
crop_type,озимая пшеница,824,0.1127684749761698,0.0,A,4,0,nearest_right
crop_type,пастбища/зерновые,100,0.07617577739093304,7.15,A,4,0,nearest_right
crop_type,подсолнечник,34,0.10536118601325303,0.0,A,4,0,nearest_right
source_label,landsat,493,0.10461539980194128,0.0,A,4,0,nearest_right
source_label,modis,185,0.13068844130160878,0.0,A,4,0,nearest_right
source_label,s2,522,0.09369472714075545,1.89,A,4,0,nearest_right
gap_length,1,907,0.10224088422224734,0.0,A,4,0,nearest_right
gap_length,2,222,0.1108376190506022,0.0,A,4,0,nearest_right
gap_length,3,51,0.11862626863312827,0.0,A,4,0,nearest_right
gap_length,5,20,0.10289960235080692,0.0,A,4,0,nearest_right
left_distance_bin,0-7,1044,0.10134951228379971,0.0,A,4,0,nearest_right
left_distance_bin,16-30,23,0.1604301668325446,0.0,A,4,0,nearest_right
left_distance_bin,31+,20,0.1493681340038678,0.0,A,4,0,nearest_right
left_distance_bin,8-15,111,0.11043951388459192,0.0,A,4,0,nearest_right
left_distance_bin,none,2,0.10498437138315779,0.0,A,4,0,nearest_right
right_distance_bin,0-7,1010,0.09598257234872508,1.21,A,4,0,nearest_right
right_distance_bin,16-30,27,0.1590210318200808,0.0,A,4,0,nearest_right
right_distance_bin,31+,13,0.20351842649081936,0.0,A,4,0,nearest_right
right_distance_bin,8-15,150,0.13195350909207273,0.0,A,4,0,nearest_right
year,2010,27,0.12397707276441015,0.0,A,4,0,nearest_right
year,2011,45,0.14088919943350126,0.0,A,4,0,nearest_right
year,2012,31,0.1547698992574693,0.0,A,4,0,nearest_right
year,2013,33,0.12680619456466846,0.0,A,4,0,nearest_right
year,2014,36,0.1074790053813676,0.0,A,4,0,nearest_right
year,2015,34,0.10765063991518097,0.0,A,4,0,nearest_right
year,2016,30,0.08614303910679777,4.16,A,4,0,nearest_right
year,2017,108,0.08499237910594959,4.5,A,4,0,nearest_right
year,2018,60,0.10038620622157299,0.0,A,4,0,nearest_right
year,2019,159,0.10339810768659145,0.0,A,4,0,nearest_right
year,2020,148,0.09184048432096824,2.45,A,4,0,nearest_right
year,2021,114,0.12121393761634065,0.0,A,4,0,nearest_right
year,2022,118,0.11038403653861183,0.0,A,4,0,nearest_right
year,2023,142,0.09288874762821371,2.13,A,4,0,nearest_right
year,2024,115,0.08611472285001273,4.17,A,4,0,nearest_right
confidence_bin,low,105,0.099003016319835,0.3,A,4,0,nearest_right
confidence_bin,medium,862,0.10519628209620471,0.0,A,4,0,nearest_right
confidence_bin,high,233,0.10501343579942743,0.0,A,4,0,nearest_right
overall,all,1200,0.08298983515283032,5.1,A,4,0,mean_neighbors
seen_polygon,False,1008,0.08265111186986374,5.2,A,4,0,mean_neighbors
seen_polygon,True,192,0.08474592365938527,4.58,A,4,0,mean_neighbors
crop_type,зерновые,242,0.0706755218182453,8.8,A,4,0,mean_neighbors
crop_type,озимая пшеница,824,0.08917319148810601,3.25,A,4,0,mean_neighbors
crop_type,пастбища/зерновые,100,0.05760681652393067,12.72,A,4,0,mean_neighbors
crop_type,подсолнечник,34,0.07108250930117778,8.68,A,4,0,mean_neighbors
source_label,landsat,493,0.07441410438842078,7.68,A,4,0,mean_neighbors
source_label,modis,185,0.11982480684633753,0.0,A,4,0,mean_neighbors
source_label,s2,522,0.07425983339654177,7.72,A,4,0,mean_neighbors
gap_length,1,907,0.0810590332441679,5.68,A,4,0,mean_neighbors
gap_length,2,222,0.09232774018780986,2.3,A,4,0,mean_neighbors
gap_length,3,51,0.07097226952745625,8.71,A,4,0,mean_neighbors
gap_length,5,20,0.08830672192838328,3.51,A,4,0,mean_neighbors
left_distance_bin,0-7,1044,0.0820431364481256,5.39,A,4,0,mean_neighbors
left_distance_bin,16-30,23,0.09848101133979084,0.46,A,4,0,mean_neighbors
left_distance_bin,31+,20,0.09041250174325223,2.88,A,4,0,mean_neighbors
left_distance_bin,8-15,111,0.08641686767757477,4.07,A,4,0,mean_neighbors
left_distance_bin,none,2,0.10498437138315779,0.0,A,4,0,mean_neighbors
right_distance_bin,0-7,1010,0.08123199310476281,5.63,A,4,0,mean_neighbors
right_distance_bin,16-30,27,0.08315677619872795,5.05,A,4,0,mean_neighbors
right_distance_bin,31+,13,0.10243484181769116,0.0,A,4,0,mean_neighbors
right_distance_bin,8-15,150,0.09226910723300334,2.32,A,4,0,mean_neighbors
year,2010,27,0.07809255366123923,6.57,A,4,0,mean_neighbors
year,2011,45,0.10477284325562833,0.0,A,4,0,mean_neighbors
year,2012,31,0.11470510983052284,0.0,A,4,0,mean_neighbors
year,2013,33,0.09260975601255837,2.22,A,4,0,mean_neighbors
year,2014,36,0.08198334947113836,5.4,A,4,0,mean_neighbors
year,2015,34,0.07763819349912401,6.71,A,4,0,mean_neighbors
year,2016,30,0.07890988304493915,6.33,A,4,0,mean_neighbors
year,2017,108,0.07317205475400956,8.05,A,4,0,mean_neighbors
year,2018,60,0.08243294890795541,5.27,A,4,0,mean_neighbors
year,2019,159,0.08771739168462905,3.68,A,4,0,mean_neighbors
year,2020,148,0.07168299021079463,8.5,A,4,0,mean_neighbors
year,2021,114,0.09108191164606841,2.68,A,4,0,mean_neighbors
year,2022,118,0.09576142833245287,1.27,A,4,0,mean_neighbors
year,2023,142,0.06776955422250605,9.67,A,4,0,mean_neighbors
year,2024,115,0.07411417882183993,7.77,A,4,0,mean_neighbors
confidence_bin,low,105,0.08290691972077298,5.13,A,4,0,mean_neighbors
confidence_bin,medium,862,0.08440176598166771,4.68,A,4,0,mean_neighbors
confidence_bin,high,233,0.07758308527312167,6.73,A,4,0,mean_neighbors
overall,all,1200,0.08504694064043981,4.49,A,4,0,linear
seen_polygon,False,1008,0.0847522647311537,4.57,A,4,0,linear
seen_polygon,True,192,0.0865775358987705,4.03,A,4,0,linear
crop_type,зерновые,242,0.06899569095713887,9.3,A,4,0,linear
crop_type,озимая пшеница,824,0.0922329435506257,2.33,A,4,0,linear
crop_type,пастбища/зерновые,100,0.0562885720014414,13.11,A,4,0,linear
crop_type,подсолнечник,34,0.07689209770255657,6.93,A,4,0,linear
source_label,landsat,493,0.0778636064374793,6.64,A,4,0,linear
source_label,modis,185,0.1218732814319661,0.0,A,4,0,linear
source_label,s2,522,0.07508391506007693,7.47,A,4,0,linear
gap_length,1,907,0.0829919133665248,5.1,A,4,0,linear
gap_length,2,222,0.09671652435307325,0.99,A,4,0,linear
gap_length,3,51,0.06415526652508066,10.75,A,4,0,linear
gap_length,5,20,0.08542689722065586,4.37,A,4,0,linear
left_distance_bin,0-7,1044,0.08283889557634222,5.15,A,4,0,linear
left_distance_bin,16-30,23,0.10264559380505286,0.0,A,4,0,linear
left_distance_bin,31+,20,0.14009765099597113,0.0,A,4,0,linear
left_distance_bin,8-15,111,0.08794112967681807,3.62,A,4,0,linear
left_distance_bin,none,2,0.10498437138315779,0.0,A,4,0,linear
right_distance_bin,0-7,1010,0.0827371939201437,5.18,A,4,0,linear
right_distance_bin,16-30,27,0.11085466613352019,0.0,A,4,0,linear
right_distance_bin,31+,13,0.07792963072991561,6.62,A,4,0,linear
right_distance_bin,8-15,150,0.09504157159932054,1.49,A,4,0,linear
year,2010,27,0.07912550489729886,6.26,A,4,0,linear
year,2011,45,0.09657764373736996,1.03,A,4,0,linear
year,2012,31,0.13196895689725066,0.0,A,4,0,linear
year,2013,33,0.10364696133227373,0.0,A,4,0,linear
year,2014,36,0.09638909910072525,1.08,A,4,0,linear
year,2015,34,0.08085316842422118,5.74,A,4,0,linear
year,2016,30,0.07378361790489141,7.86,A,4,0,linear
year,2017,108,0.07784060712539399,6.65,A,4,0,linear
year,2018,60,0.08227247777429232,5.32,A,4,0,linear
year,2019,159,0.0868532842145665,3.94,A,4,0,linear
year,2020,148,0.07127061478021691,8.62,A,4,0,linear
year,2021,114,0.09495496068681651,1.51,A,4,0,linear
year,2022,118,0.09937118381263928,0.19,A,4,0,linear
year,2023,142,0.06789721166598979,9.63,A,4,0,linear
year,2024,115,0.07324475613354416,8.03,A,4,0,linear
confidence_bin,low,105,0.0865401239574582,4.04,A,4,0,linear
confidence_bin,medium,862,0.08570192508505978,4.29,A,4,0,linear
confidence_bin,high,233,0.0818765546175184,5.44,A,4,0,linear
overall,all,1200,0.17663071368422814,0.0,A,4,0,seasonal_crop
seen_polygon,False,1008,0.17485977331119334,0.0,A,4,0,seasonal_crop
seen_polygon,True,192,0.18565120430777848,0.0,A,4,0,seasonal_crop
crop_type,зерновые,242,0.15828253345473497,0.0,A,4,0,seasonal_crop
crop_type,озимая пшеница,824,0.18328531045732407,0.0,A,4,0,seasonal_crop
crop_type,пастбища/зерновые,100,0.16524267464828205,0.0,A,4,0,seasonal_crop
crop_type,подсолнечник,34,0.16834971541527677,0.0,A,4,0,seasonal_crop
source_label,landsat,493,0.1749301777676283,0.0,A,4,0,seasonal_crop
source_label,modis,185,0.13921488507036148,0.0,A,4,0,seasonal_crop
source_label,s2,522,0.18960821757120286,0.0,A,4,0,seasonal_crop
gap_length,1,907,0.17839818437629232,0.0,A,4,0,seasonal_crop
gap_length,2,222,0.17597491715950264,0.0,A,4,0,seasonal_crop
gap_length,3,51,0.1536699954972711,0.0,A,4,0,seasonal_crop
gap_length,5,20,0.15699340037254444,0.0,A,4,0,seasonal_crop
left_distance_bin,0-7,1044,0.17661895365911093,0.0,A,4,0,seasonal_crop
left_distance_bin,16-30,23,0.15670306776949613,0.0,A,4,0,seasonal_crop
left_distance_bin,31+,20,0.15873487292987554,0.0,A,4,0,seasonal_crop
left_distance_bin,8-15,111,0.1816375300862962,0.0,A,4,0,seasonal_crop
left_distance_bin,none,2,0.2649864969911252,0.0,A,4,0,seasonal_crop
right_distance_bin,0-7,1010,0.17795750935520677,0.0,A,4,0,seasonal_crop
right_distance_bin,16-30,27,0.18801409517778014,0.0,A,4,0,seasonal_crop
right_distance_bin,31+,13,0.11212427464803333,0.0,A,4,0,seasonal_crop
right_distance_bin,8-15,150,0.16999336740970414,0.0,A,4,0,seasonal_crop
year,2010,27,0.13976342934931038,0.0,A,4,0,seasonal_crop
year,2011,45,0.13270582886276872,0.0,A,4,0,seasonal_crop
year,2012,31,0.19401977863115843,0.0,A,4,0,seasonal_crop
year,2013,33,0.17647170762079234,0.0,A,4,0,seasonal_crop
year,2014,36,0.1534870338803106,0.0,A,4,0,seasonal_crop
year,2015,34,0.16275652175573543,0.0,A,4,0,seasonal_crop
year,2016,30,0.1563902667382826,0.0,A,4,0,seasonal_crop
year,2017,108,0.1663392229569276,0.0,A,4,0,seasonal_crop
year,2018,60,0.16738598466799173,0.0,A,4,0,seasonal_crop
year,2019,159,0.1832128702534027,0.0,A,4,0,seasonal_crop
year,2020,148,0.1706703022419895,0.0,A,4,0,seasonal_crop
year,2021,114,0.1610876992097901,0.0,A,4,0,seasonal_crop
year,2022,118,0.20178538641248348,0.0,A,4,0,seasonal_crop
year,2023,142,0.19073148419667882,0.0,A,4,0,seasonal_crop
year,2024,115,0.19099282694054873,0.0,A,4,0,seasonal_crop
confidence_bin,low,105,0.1644324090376123,0.0,A,4,0,seasonal_crop
confidence_bin,medium,862,0.17950409556492644,0.0,A,4,0,seasonal_crop
confidence_bin,high,233,0.17113576795615887,0.0,A,4,0,seasonal_crop
overall,all,1200,0.08898099861011405,3.31,A,4,0,pchip
seen_polygon,False,1008,0.0889040267696791,3.33,A,4,0,pchip
seen_polygon,True,192,0.08938401331920011,3.18,A,4,0,pchip
crop_type,зерновые,242,0.07058231064160618,8.83,A,4,0,pchip
crop_type,озимая пшеница,824,0.09670183037543995,0.99,A,4,0,pchip
crop_type,пастбища/зерновые,100,0.05971002985182318,12.09,A,4,0,pchip
crop_type,подсолнечник,34,0.0828849614367907,5.13,A,4,0,pchip
source_label,landsat,493,0.08295277106611829,5.11,A,4,0,pchip
