feature,importance
date_all_s2_median,0.15015796117139696
landsat_ndwi_robust_linear,0.14999534989909882
calendar_cos_10,0.14826414087643822
landsat_ndwi_midpoint,0.1471968996741109
date_all_landsat_std,0.14699862159468538
clim_modis_mean,0.14616379308597552
clim_primary_std,0.14558303072696022
primary_slope,0.14229646979548882
calendar_cos_32,0.1361048180617195
landsat_ndwi_next1,0.13550988152716856
s2_evi_robust_linear,0.1354120312879361
landsat_evi_next1_days,0.13489201558899822
landsat_ndwi_std21,0.13351823859465234
landsat_next4,0.12921088904143593
landsat_ndwi_prev1,0.12729330648007323
modis_evi_prev2,0.1265836662200044
landsat_evi_midpoint,0.12533951273886168
landsat_prev2,0.12492720468872356
era5_temp_c_prev1,0.1241031212224015
era5_precip_mm_prev2,0.12171800981813051
landsat_ndwi_prev2,0.12050682414697061
landsat_evi_span,0.11955143689880705
modis_next1_days,0.1190048655473417
s2_ndwi_slope,0.11705770668933131
era5_temp_c_next2,0.11656233295211947
donor_s2_confidence,0.11632541915669004
era5_precip_mm_nearest,0.11558290955639415
s2_evi_mean21,0.1150157631388324
date_crop_primary_count,0.11490137769007905
era5_temp_c_prev2,0.11226706937828301
era5_temp_c_std21,0.11067501723396604
s2_evi_midpoint,0.11029603930224408
s2_prev4,0.10909921841711537
modis_next4,0.10749030647456767
date_crop_landsat_std,0.10641942854987614
s2_mean21,0.10624366525151686
era5_precip_mm_linear,0.1054493376473333
primary_prev2_days,0.10473380475313304
s2_linear,0.10458748056472499
landsat_next2,0.10407304914880651
primary_next4,0.10361514486535935
landsat_evi_std21,0.10337807706233063
modis_prev3,0.10304335109119071
clim_primary_mean,0.10272490048317046
era5_precip_mm_next2,0.10156049083662114
s2_ndwi_robust_linear,0.09925151667324424
landsat_next4_days,0.09874858492932392
modis_prev4,0.09827610317784652
primary_prev4_days,0.09821630570441918
s2_next1,0.09372456324549855
clim_modis_std,0.0918792270889152
calendar_sin_32,0.09177558435666876
date_all_s2_mean,0.0911037472052295
date_all_landsat_count,0.08981560697166605
modis_phase16_prev,0.0891991333652964
s2_mean45,0.08709543920009011
s2_phase16_prev,0.08603292234411926
s2_ndwi_mean45,0.08473003902637567
s2_prev1,0.08444503866929749
modis_phase16_next,0.08388194002263497
modis_next1,0.08338842871794337
clim_landsat_std,0.08263262622874332
modis_evi_prev2_days,0.08045231094361924
landsat_prev1_days,0.07851705517305886
s2_evi_count,0.07834693958767236
modis_prev4_days,0.0772492990237975
s2_ndwi_prev2_days,0.0767514214345036
era5_temp_c_mean21,0.07634420443883613
clim_landsat_mean,0.0761121476768469
landsat_ndwi_mean45,0.07435807333630326
primary_next1_days,0.07412563115588014
landsat_next3_days,0.07363392373047158
landsat_ndwi_next2,0.07201874020063966
era5_precip_mm_std21,0.07170532456704234
calendar_cos_5,0.07134787760013989
s2_prev3,0.0712712297658453
modis_prev3_days,0.06948548734835983
clim_s2_std,0.06867770040312426
landsat_std21,0.06841410989782874
landsat_ndwi_next1_days,0.06840645122348163
s2_ndwi_prev2,0.06814707836475482
s2_midpoint,0.0677533092527906
era5_precip_mm_midpoint,0.06656128339623556
primary_count,0.06643747808765843
landsat_evi_next2,0.06416380518732008
calendar_cos_8,0.06383849267853468
modis_evi_prev1_days,0.06382366588731635
s2_ndwi_next1,0.0612509297273942
modis_prev2,0.06079187828585275
landsat_count,0.06053405803441468
landsat_phase16_prev,0.05943667614774583
landsat_next2_days,0.0590254697891648
landsat_next1_days,0.05887686853484418
primary_next3_days,0.05716924770041718
s2_std21,0.05668056263212464
s2_ndwi_mean21,0.05665292407199377
s2_prev4_days,0.0559910384389827
landsat_prev4_days,0.055986197875162846
era5_precip_mm_robust_linear,0.05546311127511712
s2_ndwi_next2,0.05389359070061831
modis_evi_std21,0.05382870656236215
s2_evi_std21,0.052637301260631916
era5_precip_mm_mean45,0.05198475722755587
s2_prev1_days,0.05120059433317012
primary_prev1_days,0.05108920705216385
modis_next4_days,0.05046954010571274
landsat_ndwi_mean21,0.05010902851907984
modis_mean45,0.04955852193546236
primary_span,0.04951371207577526
landsat_phase16_next,0.0489939408980313
era5_precip_mm_mean21,0.04899245122862601
s2_evi_prev2,0.04832458208154491
calendar_sin_5,0.04825939673820544
s2_next3_days,0.04804199551508105
modis_evi_next1_days,0.04693670680475638
s2_next2_days,0.045116728061116544
clim_s2_mean,0.04435856648414778
era5_temp_c_midpoint,0.043818521759473955
s2_evi_next1,0.043550737850697276
modis_evi_span,0.042638713535980775
landsat_prev3_days,0.04262785252963728
primary_next2_days,0.042415988970679185
landsat_next3,0.04239563753447709
s2_prev2,0.040753637490274386
modis_prev2_days,0.04046600097851524
s2_next3,0.039991506287700214
s2_next2,0.03902293443410428
s2_ndwi_linear,0.03793180435091708
s2_prev2_days,0.03788932561593218
s2_evi_linear,0.036768325543140384
landsat_evi_next2_days,0.03585380599146404
landsat_span,0.033265464694371576
landsat_prev2_days,0.032721192598574665
landsat_evi_count,0.03202748359788387
modis_evi_next2_days,0.03181120992305652
primary_prev3_days,0.0316724698352694
s2_ndwi_count,0.03159854148351893
modis_next2_days,0.03149596191137852
s2_evi_next2_days,0.029883562799657724
modis_span,0.029314500728890882
s2_count,0.028925631526970745
era5_precip_mm_count,0.028341090642543712
era5_temp_c_mean45,0.027528058760970354
s2_next4_days,0.026740046426760967
primary_next4_days,0.026073495736538076
era5_temp_c_nearest,0.025200833241110117
era5_temp_c_count,0.024876854263535943
landsat_ndwi_next2_days,0.024872847294607113
modis_count,0.024491843891558535
era5_temp_c_next1,0.023256202850672293
landsat_ndwi_span,0.023242811888524922
era5_temp_c_next2_days,0.02316502636212196
landsat_ndwi_prev1_days,0.02173063803194738
crop,0.021487262509568256
s2_evi_next2,0.021012780554563473
s2_evi_slope,0.02089788407484718
landsat_ndwi_count,0.01715417854795004
s2_evi_mean45,0.016460018705442222
modis_evi_count,0.016252994834783548
s2_ndwi_prev1_days,0.015168801139316727
s2_phase16_next,0.014744546872023706
calendar_sin_10,0.014696738447470072
landsat_evi_prev2_days,0.013634932444403768
s2_prev3_days,0.013125663439705901
s2_ndwi_next2_days,0.013106793026456696
landsat_ndwi_prev2_days,0.013104450010352424
era5_temp_c_linear,0.011527185253210231
modis_next3_days,0.011249313409484568
era5_temp_c_robust_linear,0.011000528747226419
s2_evi_prev1_days,0.01089841302274434
s2_evi_next1_days,0.010722809748152975
s2_evi_prev2_days,0.009605144941627685
landsat_evi_prev1_days,0.008962102908398151
clim_s2_n,0.008268382225984323
s2_evi_span,0.007871506286238075
s2_next1_days,0.007656188277881296
era5_temp_c_prev2_days,0.006154202441668507
s2_ndwi_next1_days,0.0032667113354698796
s2_ndwi_span,0.0019642840289734306
era5_precip_mm_prev1_days,0.0013022803347269931
era5_temp_c_prev1_days,0.0009521835673584072
clim_modis_n,0.00038409558778247833
s2_span,0.00026226240924861246
era5_temp_c_span,2.8083341892563094e-05
era5_temp_c_next1_days,1.974110442205648e-06
era5_precip_mm_next1_days,0.0
era5_precip_mm_prev2_days,0.0
one_sided,0.0
era5_precip_mm_next2_days,0.0
clim_primary_n,0.0
clim_landsat_n,0.0
era5_precip_mm_span,0.0
