feature,importance
modis_next1,0.14991527006842315
s2_prev1,0.1472569255982892
s2_slope,0.14662661897412563
doy,0.14574884808558938
landsat_std21,0.14538149529906333
date_crop_modis_median,0.14528934850820668
landsat_minus_clim,0.14279612507531986
landsat_prev4,0.14248933691746893
modis_next2,0.14022860188177805
era5_precip_mm_prev1,0.13896087251059128
date_all_landsat_count,0.13734528752455338
modis_midpoint,0.13602098200856177
era5_precip_mm_midpoint,0.13267023816898213
landsat_next4,0.13235595534845254
clim_s2_std,0.12941872420737457
date_all_landsat_median,0.12854221783321507
primary_next4,0.1277737948287109
landsat_evi_slope,0.12773047523053868
modis_std21,0.12383697420318593
primary_prev2_days,0.1236841504698326
landsat_prev4_days,0.12350605353517878
landsat_ndwi_next1,0.12326273616635326
s2_evi_next2,0.12266618659895245
date_crop_primary_std,0.12138133498862656
modis_evi_mean45,0.11975545528848612
s2_prev3,0.11914031321835164
era5_precip_mm_prev2,0.11880602504859575
calendar_cos_32,0.11816202860184914
modis_evi_std21,0.118005621159834
calendar_cos_8,0.11703515491442772
landsat_evi_std21,0.11661218081853746
primary_next3_days,0.11549611992330965
modis_evi_next2_days,0.11510833903827096
landsat_evi_prev2,0.11428750933678017
modis_evi_prev2,0.11331138934099523
donor_landsat_3_n,0.11258954894703466
date_crop_primary_count,0.1114881257941794
era5_precip_mm_nearest,0.11143462202133905
landsat_prev2,0.11078710619666696
era5_temp_c_std21,0.11058143264575852
landsat_ndwi_std21,0.10687649886461617
landsat_ndwi_robust_linear,0.10667077318654912
s2_evi_midpoint,0.10566854833677264
primary_nearest,0.10494880197326191
s2_linear,0.10123416306370932
primary_prev1_days,0.10112853775834589
era5_temp_c_prev2,0.09795669281284329
landsat_span,0.09684388825626061
modis_prev3,0.09623495441151347
landsat_evi_next1_days,0.0959784875463898
era5_precip_mm_linear,0.09579735017901893
s2_next4,0.09221754906045196
era5_precip_mm_next2,0.08932593767170535
era5_temp_c_mean21,0.0867737706304367
s2_count,0.08647814612288945
landsat_next3,0.08610269097382325
calendar_sin_10,0.08560520011823317
era5_temp_c_next2,0.08550958091486048
clim_modis_mean,0.08533691510911821
primary_next2_days,0.08284964722159532
s2_evi_slope,0.08200453999826336
modis_prev3_days,0.08173661034077188
landsat_phase16_prev,0.07987121503000827
modis_next1_days,0.07860773814623781
s2_evi_prev1,0.07725943515119826
primary_next1_days,0.07616280803692414
donor_s2_confidence,0.0758895564858413
landsat_count,0.0753010983200861
s2_mean21,0.07519525229034184
clim_primary_mean,0.0743631883721033
landsat_ndwi_next2,0.07434615082112472
calendar_sin_5,0.0729137267521282
landsat_ndwi_mean45,0.07282795066518132
modis_next2_days,0.07088071377365283
date_crop_landsat_std,0.06988174504094062
s2_robust_linear,0.06928335991072868
landsat_evi_next2,0.0691674718451072
landsat_evi_span,0.06882390580001256
s2_evi_next1,0.06686177422613336
landsat_next4_days,0.06579990560890255
landsat_next1_days,0.06487218791149703
modis_mean45,0.0638902624344659
modis_next4_days,0.06366275699766764
s2_prev2_days,0.0635122179013179
calendar_sin_32,0.06300827906138291
modis_evi_prev1_days,0.061806127791001295
s2_phase16_next,0.06084588990309555
date_all_s2_median,0.059997566746833306
s2_std21,0.05983054240724808
calendar_cos_5,0.059576979426788794
landsat_prev1_days,0.05867660268841972
s2_evi_std21,0.05785613630169776
s2_prev4,0.057426661839869116
modis_phase16_next,0.05732314703608174
landsat_evi_count,0.05560532338207144
era5_temp_c_linear,0.05399786881872859
s2_phase16_prev,0.053546603256313954
landsat_ndwi_next1_days,0.05315199229960763
landsat_prev3_days,0.05194682998267195
s2_evi_prev2,0.05176352323344601
landsat_ndwi_prev1_days,0.051233153953339744
primary_count,0.05099915456193029
s2_ndwi_next2_days,0.05038782324214828
s2_next3,0.050230542851826154
s2_evi_linear,0.04822111182861952
s2_next2_days,0.04820783104779755
s2_ndwi_next1,0.047535563516856845
clim_s2_mean,0.04730742311961345
s2_next4_days,0.04523510539862306
s2_prev2,0.04457665044223752
landsat_next3_days,0.044545170671300954
s2_prev3_days,0.04443750745107651
s2_mean45,0.043567338248617346
modis_next3_days,0.04263499609381473
primary_prev3_days,0.04193995097334089
landsat_phase16_next,0.04122807437109014
modis_prev4_days,0.040974663245798223
clim_landsat_mean,0.04087938550565884
era5_precip_mm_std21,0.040830827697334336
era5_temp_c_next1,0.04048610097152052
s2_ndwi_count,0.040146555501543245
s2_prev4_days,0.0397583579442725
modis_prev2,0.03916116857347106
modis_prev2_days,0.03856445034316922
s2_ndwi_midpoint,0.03850880313206231
primary_prev4_days,0.03779379248496087
landsat_evi_prev2_days,0.03673754206929086
s2_ndwi_prev2_days,0.03641404979049095
landsat_next2_days,0.03522415636369111
landsat_ndwi_next2_days,0.032992133033417824
s2_ndwi_next2,0.032677542830576195
s2_evi_mean21,0.030646913839779657
era5_temp_c_midpoint,0.030534427463385444
primary_next4_days,0.02978253425940995
clim_modis_std,0.02967816810921818
era5_temp_c_nearest,0.02911848529149837
s2_ndwi_linear,0.02859956542210421
landsat_ndwi_count,0.02850342007119289
era5_precip_mm_robust_linear,0.02802035435772775
s2_next2,0.02743348321837875
s2_ndwi_mean45,0.027432123803848237
s2_next1_days,0.027275767015279347
s2_ndwi_next1_days,0.0269433624871444
s2_next3_days,0.026641146436003703
s2_evi_prev1_days,0.026597867924562396
s2_prev1_days,0.025969888249752403
s2_ndwi_mean21,0.024098848572230352
era5_temp_c_next2_days,0.024020290530835663
landsat_ndwi_span,0.023319048639075416
modis_evi_next1_days,0.02331808305445112
s2_evi_prev2_days,0.022712471565370894
s2_ndwi_prev2,0.022214415186654134
landsat_prev2_days,0.021593782291817448
s2_evi_count,0.020212132797571596
landsat_evi_next2_days,0.019788904267015052
s2_evi_next1_days,0.019718907103563686
landsat_evi_prev1_days,0.019543959478946098
s2_ndwi_span,0.018259518275092715
landsat_ndwi_prev2_days,0.017014744330101382
s2_evi_next2_days,0.016367845774581773
era5_precip_mm_prev1_days,0.016352250644474556
s2_ndwi_prev1,0.01610805951244161
s2_ndwi_prev1_days,0.012348780604520883
era5_temp_c_count,0.011385737945844281
era5_precip_mm_mean45,0.010681132777091517
modis_span,0.010265490080977583
era5_temp_c_mean45,0.009757540464410684
era5_precip_mm_mean21,0.0065101563921900665
s2_evi_mean45,0.006471671434592676
modis_evi_prev2_days,0.006200966899843089
crop,0.00427443538765452
era5_precip_mm_count,0.004173058564776887
one_sided,0.0039031978766272883
s2_span,0.002654919437072418
clim_landsat_n,0.00262700206481251
era5_precip_mm_prev2_days,0.0024148241322856983
era5_temp_c_next1_days,0.002394410203053519
era5_temp_c_span,0.0021421751423302583
era5_precip_mm_next2_days,0.0016094001588960278
era5_temp_c_robust_linear,0.0013932234474169842
era5_precip_mm_next1_days,0.001217838385311222
s2_evi_span,0.0011725686406752868
clim_modis_n,0.001079772557093433
modis_count,0.0009904347956769257
clim_s2_n,0.0006761786443320416
era5_temp_c_prev1_days,6.632193498045056e-05
modis_evi_span,3.007478614638503e-06
modis_evi_count,0.0
era5_temp_c_prev2_days,0.0
era5_precip_mm_span,0.0
clim_primary_n,0.0
