feature,importance
s2_ndwi_std21,0.3267378797057643
modis_next1,0.3191977353226698
modis_minus_clim,0.3173807128348883
donor_landsat_3,0.3137648080501754
calendar_sin_365.25,0.31371004064145636
modis_prev1,0.31265561986171486
s2_evi_nearest,0.3080188389639623
landsat_donor_disagreement,0.3074982938584979
landsat_nearest,0.2973270599060101
primary_std21,0.2963089839633109
landsat_ndwi_nearest,0.2810027278679253
modis_evi_next2,0.2797187910252851
date_crop_s2_median,0.277342424819893
modis_evi_prev1,0.27211262682481324
donor_modis_confidence,0.2661659820333576
s2_midpoint,0.26467661200092246
s2_evi_robust_linear,0.2641211637743473
landsat_evi_prev2,0.2635024630864875
landsat_evi_mean45,0.260518241152032
modis_evi_next1,0.25924988126662296
date_crop_modis_count,0.2561946569071677
landsat_ndwi_robust_linear,0.25502115458846975
date_all_primary_std,0.25473501065719084
s2_slope,0.24349841753193632
modis_next3,0.2431961633588101
primary_minus_clim,0.24292982354440867
calendar_sin_182.625,0.23909198050716488
calendar_cos_365.25,0.23527284521302252
calendar_cos_182.625,0.21993134699701275
doy,0.21902499069071815
landsat_evi_slope,0.21744791212020737
date_all_landsat_std,0.21730826126825403
modis_evi_midpoint,0.2134731302066336
date_crop_landsat_median,0.21020667114800448
date_crop_landsat_count,0.2059910376807186
date_crop_landsat_mean,0.20574419192881632
landsat_ndwi_std21,0.2013774691805108
donor_s2_10,0.2006918266978662
landsat_prev4,0.19989331789276957
modis_next2,0.19724600092649763
donor_landsat_3_n,0.19492203161871752
modis_prev3,0.19381842076235292
primary_next1,0.1908336291912424
modis_evi_prev2,0.18304249685051277
landsat_evi_std21,0.17778705290480679
modis_evi_mean45,0.17559309779973836
clim_landsat_std,0.17496957941837707
s2_next4,0.17386111189807013
era5_precip_mm_nearest,0.16982340940867025
primary_next3,0.16612537039131892
donor_s2_confidence,0.16374545068672353
modis_evi_slope,0.1628139077218324
calendar_cos_8,0.15943899413919152
donor_landsat_10_n,0.1577916256411325
landsat_ndwi_midpoint,0.15342768107259006
s2_prev2,0.15308441888370172
landsat_minus_clim,0.14870462016819916
landsat_std21,0.14840594472475654
landsat_ndwi_prev2,0.146698149263933
modis_phase16_next,0.14566320358639542
landsat_phase16_prev,0.14433693655514884
landsat_slope,0.1439308288068317
s2_count,0.1435380509912101
landsat_ndwi_slope,0.14240717268825442
primary_prev4,0.1423235122234544
landsat_prev4_days,0.1419145923293702
s2_linear,0.14050281604431916
calendar_cos_32,0.1402109589659247
landsat_prev3,0.13914037088587364
s2_next1,0.13807206804288963
landsat_evi_next2,0.13779470920818904
landsat_ndwi_mean21,0.1367999899226071
landsat_ndwi_linear,0.13496143993732398
landsat_next2,0.13350817474297363
modis_next4,0.1330649312205387
s2_ndwi_slope,0.12898737437973842
date_all_landsat_median,0.12628708443922765
clim_s2_std,0.12575621305484883
landsat_next4,0.1255202279646973
primary_slope,0.12487720608703454
calendar_cos_10,0.12427065372304294
date_crop_landsat_std,0.12375283083132131
modis_next1_days,0.12213502878185967
primary_next3_days,0.1160243657673556
date_all_landsat_count,0.11562227513989219
primary_next4_days,0.11290026700176001
landsat_ndwi_next1,0.11156051863593666
modis_evi_nearest,0.11085015776583636
clim_primary_std,0.1105254655775347
date_all_landsat_mean,0.11020955328299904
date_all_s2_mean,0.10947905390145686
era5_temp_c_slope,0.10883645182768954
landsat_prev2,0.1070576884519347
landsat_next3,0.10703849551720107
landsat_ndwi_prev1,0.10644047988377447
date_all_s2_median,0.10593097969684163
modis_nearest,0.10579797947442544
modis_midpoint,0.10572440145324334
era5_precip_mm_prev2,0.10527157287882861
primary_prev2_days,0.10418622580152961
clim_primary_mean,0.1018972755411092
date_crop_primary_count,0.10171841148137035
era5_precip_mm_prev1,0.09928365257539343
primary_span,0.09879691604725342
primary_next2_days,0.09869480681517688
s2_ndwi_nearest,0.09785863993104704
modis_prev4,0.09731256625198954
calendar_sin_32,0.09671775960846754
s2_ndwi_mean45,0.09557889172590678
clim_modis_mean,0.09527773909161938
s2_ndwi_midpoint,0.095178762619214
s2_robust_linear,0.0949777967331696
s2_prev1,0.09472155760778418
landsat_next4_days,0.09364557500110217
s2_ndwi_robust_linear,0.09127557112749146
s2_evi_next1,0.09023930924889831
s2_nearest,0.08871496792892726
landsat_prev3_days,0.08776538160621167
landsat_next1_days,0.08417699431196496
modis_std21,0.08399577418416825
date_crop_primary_std,0.08398851272870736
calendar_sin_10,0.08391662085563732
modis_prev1_days,0.08231827483902944
era5_precip_mm_next1,0.08123183610649364
primary_next4,0.08054228690348503
modis_evi_prev1_days,0.07984702568992243
era5_precip_mm_slope,0.0794729742137262
landsat_evi_next1_days,0.07901428323065318
s2_mean21,0.07899656156222344
era5_precip_mm_midpoint,0.07802343056849202
modis_evi_mean21,0.07661416319042694
landsat_ndwi_next2,0.07639627166636209
primary_next1_days,0.07534394591117147
primary_prev1_days,0.0752169382625695
calendar_cos_5,0.07421622087955725
s2_prev3,0.07165621166925785
landsat_count,0.07122421443342004
s2_phase16_next,0.0711549012601089
primary_count,0.07023480485040232
date_crop_modis_std,0.07007003771444963
s2_evi_std21,0.06947925096282145
s2_prev1_days,0.0679739945685477
modis_evi_std21,0.06744096633973318
era5_precip_mm_robust_linear,0.0665488119948332
s2_prev2_days,0.06594127568948371
landsat_next2_days,0.06561412409810809
modis_next3_days,0.06462072364480949
s2_next3,0.06434116673959703
s2_ndwi_prev1,0.063975357519844
landsat_ndwi_mean45,0.06189054615277481
modis_prev4_days,0.05984078545989153
s2_ndwi_prev2,0.05919375568013663
s2_evi_linear,0.05846261923552471
era5_temp_c_std21,0.0583196268088693
s2_evi_next2,0.05730601841813285
modis_prev2,0.056819240515043945
s2_next1_days,0.05658704888412064
modis_mean45,0.0565080365547106
date_all_s2_std,0.055862907111827675
landsat_next3_days,0.05575905106194998
s2_std21,0.055068698393039385
era5_temp_c_mean21,0.05359345153226479
s2_evi_midpoint,0.0530361256553607
s2_ndwi_next1,0.0525498563706519
primary_prev3_days,0.05223932450088095
landsat_ndwi_next1_days,0.05204811518799054
landsat_phase16_next,0.051495478923542705
s2_ndwi_linear,0.05132226853357462
s2_ndwi_next2_days,0.05078536371332006
landsat_evi_next2_days,0.04941169110413808
s2_ndwi_prev2_days,0.048834368541435934
s2_next4_days,0.04814320606208912
s2_evi_count,0.04814218175529744
s2_mean45,0.04617364391102519
era5_precip_mm_next2,0.04540091923334799
s2_prev4,0.04497402265278667
s2_evi_prev1,0.044027650776474254
modis_prev3_days,0.043761616581797134
clim_modis_std,0.043311132029318175
s2_ndwi_count,0.042427909017559884
s2_ndwi_next1_days,0.042331643178267174
modis_next4_days,0.04066179679770905
s2_next3_days,0.04037083584814625
landsat_ndwi_span,0.038541956929958494
landsat_prev1_days,0.038257726895955683
s2_ndwi_prev1_days,0.03816158111802349
modis_next2_days,0.037853721081832895
era5_temp_c_next2,0.03735581487659676
s2_phase16_prev,0.036462089199441744
clim_landsat_mean,0.034766956001876556
s2_evi_next1_days,0.03436833259253646
s2_evi_prev1_days,0.03383917161526849
modis_evi_prev2_days,0.03364357514232605
era5_temp_c_midpoint,0.03254966438545651
landsat_ndwi_next2_days,0.032466206396820955
era5_precip_mm_linear,0.03182348302217924
s2_ndwi_mean21,0.031277870530997016
calendar_sin_5,0.030581331059532927
era5_temp_c_prev2,0.02859992919253074
s2_ndwi_next2,0.02837663729519982
primary_prev4_days,0.027331552437935492
modis_evi_next1_days,0.02684634705720868
modis_span,0.026582284957142467
era5_temp_c_nearest,0.02627572370318918
s2_evi_mean21,0.026177692821629992
s2_evi_slope,0.026050926094776685
era5_precip_mm_std21,0.025993732550191346
era5_temp_c_next2_days,0.025934589269279516
modis_evi_next2_days,0.02553387385962764
landsat_prev2_days,0.02524626263396353
s2_evi_mean45,0.025148263770891376
s2_next2_days,0.0249233406934729
clim_s2_mean,0.024896586159137882
era5_temp_c_count,0.024098898138645082
s2_prev3_days,0.023584800020571516
s2_evi_prev2_days,0.02306720122998095
s2_evi_prev2,0.021335478825060695
landsat_evi_count,0.021044243584223184
era5_temp_c_prev1,0.02082325198068357
era5_precip_mm_mean21,0.019019548043049114
landsat_evi_midpoint,0.018700022613881692
landsat_ndwi_prev2_days,0.018452656249665134
modis_prev2_days,0.017841203397830446
landsat_evi_prev2_days,0.017672264963225746
clim_s2_n,0.0176580874244017
crop,0.017644309603381685
era5_temp_c_next1,0.016416762249808127
era5_precip_mm_mean45,0.015333461266452353
landsat_ndwi_count,0.01527109075866053
landsat_span,0.013631140709216142
landsat_ndwi_prev1_days,0.013424256784336517
modis_count,0.012478013377039526
era5_precip_mm_prev1_days,0.011231825676325085
landsat_evi_prev1_days,0.009161689759812724
s2_next2,0.008890549633959636
s2_evi_next2_days,0.00868752821999726
s2_span,0.00816413846323099
s2_prev4_days,0.007903471830126158
era5_temp_c_prev1_days,0.00649530167833846
era5_temp_c_linear,0.0062270296124355105
era5_precip_mm_prev2_days,0.005461286866943712
landsat_evi_span,0.005323150834018958
era5_temp_c_mean45,0.005058411844263635
clim_landsat_n,0.0038635570147073153
era5_precip_mm_count,0.003333755456915383
modis_evi_count,0.002467823574392251
era5_temp_c_robust_linear,0.002369908215798289
era5_temp_c_span,0.001864539118723379
s2_evi_span,0.0016816473085270467
era5_temp_c_next1_days,0.0010571815602305695
clim_modis_n,0.0008926164023325676
era5_precip_mm_next1_days,0.0004509385140915266
modis_evi_span,6.217362227011292e-05
s2_ndwi_span,4.011824594088802e-05
era5_temp_c_prev2_days,2.4961292722840567e-06
era5_precip_mm_span,1.4386751611763718e-06
one_sided,0.0
era5_precip_mm_next2_days,0.0
clim_primary_n,0.0
