anon_polygon_id,start,end,duration_days,n_points,n_observed,min_z,mean_z,negative_area,confidence,severity,level,reason_codes,explanation
AOI-0018,2020-06-24,2020-10-19,117,68,59,-4.693414162683803,-2.670549057689545,39.75742485895032,1.0,39.7574,критическая,повышенная температура (выше 80-го перцентиля); длительное отклонение,"С 2020-06-24 по 2020-10-19 (117 дн.) NDVI поля AOI-0018 был ниже собственной исторической нормы, минимум z = -4.69. Совпадения: повышенная температура (выше 80-го перцентиля); длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0057,2013-05-25,2013-08-13,80,18,18,-12.14147678199037,-4.563291649877421,29.919765152106653,1.0,29.9198,критическая,вероятна смена культуры или пар: отклонение охватывает почти весь сезон,"С 2013-05-25 по 2013-08-13 (80 дн.) NDVI поля AOI-0057 был ниже собственной исторической нормы, минимум z = -12.14. Совпадения: вероятна смена культуры или пар: отклонение охватывает почти весь сезон. Это описание отклонения, а не установленная причина."
AOI-0029,2018-04-11,2018-06-20,70,17,15,-3.907189532112014,-2.274451410957653,29.535119336250112,1.0,29.5351,критическая,дефицит осадков (ниже 20-го перцентиля прошлых лет); вероятна смена культуры или пар: отклонение охватывает почти весь сезон,"С 2018-04-11 по 2018-06-20 (70 дн.) NDVI поля AOI-0029 был ниже собственной исторической нормы, минимум z = -3.91. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет); вероятна смена культуры или пар: отклонение охватывает почти весь сезон. Это описание отклонения, а не установленная причина."
AOI-0065,2015-04-07,2015-06-09,63,12,12,-11.562545119739772,-6.7550418923439475,27.80015014043682,1.0,27.8002,критическая,вероятна смена культуры или пар: отклонение охватывает почти весь сезон,"С 2015-04-07 по 2015-06-09 (63 дн.) NDVI поля AOI-0065 был ниже собственной исторической нормы, минимум z = -11.56. Совпадения: вероятна смена культуры или пар: отклонение охватывает почти весь сезон. Это описание отклонения, а не установленная причина."
AOI-0016,2021-06-26,2021-09-04,70,38,34,-4.596625750139431,-2.7474211674819315,27.397524262313663,1.0,27.3975,критическая,длительное отклонение,"С 2021-06-26 по 2021-09-04 (70 дн.) NDVI поля AOI-0016 был ниже собственной исторической нормы, минимум z = -4.60. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0002,2014-06-21,2014-10-16,117,21,21,-4.665654423512041,-2.057033505730124,26.98823610461365,1.0,26.9882,критическая,дефицит осадков (ниже 20-го перцентиля прошлых лет); длительное отклонение,"С 2014-06-21 по 2014-10-16 (117 дн.) NDVI поля AOI-0002 был ниже собственной исторической нормы, минимум z = -4.67. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет); длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0075,2021-06-12,2021-08-11,60,35,35,-4.995479006524655,-3.049703106053928,26.132505664734417,1.0,26.1325,критическая,повышенная температура (выше 80-го перцентиля); длительное отклонение,"С 2021-06-12 по 2021-08-11 (60 дн.) NDVI поля AOI-0075 был ниже собственной исторической нормы, минимум z = -5.00. Совпадения: повышенная температура (выше 80-го перцентиля); длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0022,2024-05-04,2024-06-24,51,21,21,-4.590876333057939,-2.32163015245182,23.69470957762572,1.0,23.6947,критическая,дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение,"С 2024-05-04 по 2024-06-24 (51 дн.) NDVI поля AOI-0022 был ниже собственной исторической нормы, минимум z = -4.59. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0026,2020-04-25,2020-06-09,45,17,17,-4.683136030483635,-2.5398928120932327,23.62399418694745,1.0,23.624,критическая,длительное отклонение,"С 2020-04-25 по 2020-06-09 (45 дн.) NDVI поля AOI-0026 был ниже собственной исторической нормы, минимум z = -4.68. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0066,2021-04-02,2021-05-20,48,19,18,-6.216876411843056,-3.9165491520240407,22.911831487282463,1.0,22.9118,критическая,длительное отклонение,"С 2021-04-02 по 2021-05-20 (48 дн.) NDVI поля AOI-0066 был ниже собственной исторической нормы, минимум z = -6.22. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0012,2015-04-06,2015-06-01,56,9,8,-5.151361969600115,-2.659059864710608,22.04831051260954,1.0,22.0483,критическая,длительное отклонение,"С 2015-04-06 по 2015-06-01 (56 дн.) NDVI поля AOI-0012 был ниже собственной исторической нормы, минимум z = -5.15. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0023,2013-06-10,2013-07-28,48,12,12,-3.6857330118215237,-1.9567842942853284,22.04296634847147,1.0,22.043,критическая,дефицит осадков (ниже 20-го перцентиля прошлых лет); длительное отклонение,"С 2013-06-10 по 2013-07-28 (48 дн.) NDVI поля AOI-0023 был ниже собственной исторической нормы, минимум z = -3.69. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет); длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0016,2024-06-13,2024-08-12,60,30,26,-2.201031837651751,-1.7680414731451362,21.945481042065076,1.0,21.9455,критическая,длительное отклонение,"С 2024-06-13 по 2024-08-12 (60 дн.) NDVI поля AOI-0016 был ниже собственной исторической нормы, минимум z = -2.20. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0043,2016-04-22,2016-06-09,48,10,10,-3.2149736041593546,-2.54133668439751,21.753435706702994,1.0,21.7534,критическая,длительное отклонение,"С 2016-04-22 по 2016-06-09 (48 дн.) NDVI поля AOI-0043 был ниже собственной исторической нормы, минимум z = -3.21. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0026,2024-05-04,2024-06-13,40,13,13,-4.461329099927826,-2.6862741346503216,21.506926488580838,1.0,21.5069,критическая,дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение,"С 2024-05-04 по 2024-06-13 (40 дн.) NDVI поля AOI-0026 был ниже собственной исторической нормы, минимум z = -4.46. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0049,2018-06-10,2018-07-26,46,15,12,-3.7705465019505255,-2.133977208318006,21.149356248273254,1.0,21.1494,критическая,дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение,"С 2018-06-10 по 2018-07-26 (46 дн.) NDVI поля AOI-0049 был ниже собственной исторической нормы, минимум z = -3.77. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0018,2019-05-11,2019-07-06,56,33,27,-5.020076278733492,-3.1098696088538995,20.74688998135297,1.0,20.7469,критическая,дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение,"С 2019-05-11 по 2019-07-06 (56 дн.) NDVI поля AOI-0018 был ниже собственной исторической нормы, минимум z = -5.02. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0018,2018-07-28,2018-10-16,80,24,19,-4.260958435081932,-2.708487208509571,20.668652563100267,1.0,20.6687,критическая,длительное отклонение,"С 2018-07-28 по 2018-10-16 (80 дн.) NDVI поля AOI-0018 был ниже собственной исторической нормы, минимум z = -4.26. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0009,2024-04-09,2024-06-08,60,18,17,-3.5437389903648664,-1.9846501902574554,20.618041631552636,1.0,20.618,критическая,дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); вероятна смена культуры или пар: отклонение охватывает почти весь сезон,"С 2024-04-09 по 2024-06-08 (60 дн.) NDVI поля AOI-0009 был ниже собственной исторической нормы, минимум z = -3.54. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); вероятна смена культуры или пар: отклонение охватывает почти весь сезон. Это описание отклонения, а не установленная причина."
AOI-0016,2023-06-29,2023-08-28,60,31,25,-3.1822251336136844,-1.8471510370350666,19.93950061492069,1.0,19.9395,критическая,длительное отклонение,"С 2023-06-29 по 2023-08-28 (60 дн.) NDVI поля AOI-0016 был ниже собственной исторической нормы, минимум z = -3.18. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0024,2014-07-23,2014-10-16,85,24,20,-3.55155590913321,-2.097288988232945,19.89656646818066,1.0,19.8966,критическая,дефицит осадков (ниже 20-го перцентиля прошлых лет); длительное отклонение,"С 2014-07-23 по 2014-10-16 (85 дн.) NDVI поля AOI-0024 был ниже собственной исторической нормы, минимум z = -3.55. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет); длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0029,2024-05-09,2024-06-18,40,9,8,-2.504159313101693,-1.8999708413632055,19.8444077268878,1.0,19.8444,критическая,дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение,"С 2024-05-09 по 2024-06-18 (40 дн.) NDVI поля AOI-0029 был ниже собственной исторической нормы, минимум z = -2.50. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0018,2021-07-14,2021-09-13,61,33,26,-2.8746921643314733,-1.8710946450562225,19.560196401740598,1.0,19.5602,критическая,длительное отклонение,"С 2021-07-14 по 2021-09-13 (61 дн.) NDVI поля AOI-0018 был ниже собственной исторической нормы, минимум z = -2.87. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0029,2022-04-24,2022-06-09,46,14,13,-3.1758697603316763,-2.289730821721162,19.307079621141852,1.0,19.3071,критическая,длительное отклонение,"С 2022-04-24 по 2022-06-09 (46 дн.) NDVI поля AOI-0029 был ниже собственной исторической нормы, минимум z = -3.18. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0049,2014-06-10,2014-07-28,48,10,9,-6.827616648821814,-4.404487758336156,19.19585566441556,1.0,19.1959,критическая,длительное отклонение,"С 2014-06-10 по 2014-07-28 (48 дн.) NDVI поля AOI-0049 был ниже собственной исторической нормы, минимум z = -6.83. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0018,2022-04-05,2022-06-09,65,23,18,-4.181105349619536,-2.1397026238129544,18.83836050213868,1.0,18.8384,критическая,вероятна смена культуры или пар: отклонение охватывает почти весь сезон,"С 2022-04-05 по 2022-06-09 (65 дн.) NDVI поля AOI-0018 был ниже собственной исторической нормы, минимум z = -4.18. Совпадения: вероятна смена культуры или пар: отклонение охватывает почти весь сезон. Это описание отклонения, а не установленная причина."
AOI-0078,2020-06-27,2020-08-11,45,22,18,-2.824482565923737,-1.6976802693944153,18.369296531580716,1.0,18.3693,критическая,дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение,"С 2020-06-27 по 2020-08-11 (45 дн.) NDVI поля AOI-0078 был ниже собственной исторической нормы, минимум z = -2.82. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0003,2015-04-13,2015-06-01,49,10,10,-5.540805942247248,-2.848910102152961,18.097989197381843,1.0,18.098,критическая,длительное отклонение,"С 2015-04-13 по 2015-06-01 (49 дн.) NDVI поля AOI-0003 был ниже собственной исторической нормы, минимум z = -5.54. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0021,2017-04-26,2017-06-06,41,14,14,-7.064635333233658,-2.30558880020645,17.966984955919376,1.0,17.967,критическая,длительное отклонение,"С 2017-04-26 по 2017-06-06 (41 дн.) NDVI поля AOI-0021 был ниже собственной исторической нормы, минимум z = -7.06. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0057,2020-04-25,2020-06-05,41,18,18,-3.644156609445909,-2.541461247379869,17.722610726006675,1.0,17.7226,критическая,длительное отклонение,"С 2020-04-25 по 2020-06-05 (41 дн.) NDVI поля AOI-0057 был ниже собственной исторической нормы, минимум z = -3.64. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0075,2018-06-18,2018-07-28,40,12,12,-4.066562656158106,-2.909373631170354,17.672789129254934,1.0,17.6728,критическая,длительное отклонение,"С 2018-06-18 по 2018-07-28 (40 дн.) NDVI поля AOI-0075 был ниже собственной исторической нормы, минимум z = -4.07. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0016,2018-08-20,2018-10-30,71,21,21,-3.0980387772277553,-2.104624980083424,17.644887311964073,1.0,17.6449,критическая,длительное отклонение,"С 2018-08-20 по 2018-10-30 (71 дн.) NDVI поля AOI-0016 был ниже собственной исторической нормы, минимум z = -3.10. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0065,2024-06-09,2024-08-12,64,28,28,-1.6298308297411515,-1.3403875222564476,17.60452217960123,1.0,17.6045,угнетение,дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение,"С 2024-06-09 по 2024-08-12 (64 дн.) NDVI поля AOI-0065 был ниже собственной исторической нормы, минимум z = -1.63. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0012,2021-04-02,2021-05-25,53,15,13,-3.934470645308352,-2.275654363497993,17.09726004856064,1.0,17.0973,критическая,длительное отклонение,"С 2021-04-02 по 2021-05-25 (53 дн.) NDVI поля AOI-0012 был ниже собственной исторической нормы, минимум z = -3.93. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0057,2017-04-16,2017-06-05,50,18,16,-3.8611499041503943,-2.4814331572346475,16.83324304481345,1.0,16.8332,критическая,длительное отклонение,"С 2017-04-16 по 2017-06-05 (50 дн.) NDVI поля AOI-0057 был ниже собственной исторической нормы, минимум z = -3.86. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0016,2018-04-29,2018-06-20,52,17,15,-3.056664502219559,-2.1549904995685365,16.75367001808393,1.0,16.7537,критическая,длительное отклонение,"С 2018-04-29 по 2018-06-20 (52 дн.) NDVI поля AOI-0016 был ниже собственной исторической нормы, минимум z = -3.06. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0065,2017-04-13,2017-05-29,46,12,12,-5.782685752153072,-3.5640033991635565,16.59499511071604,1.0,16.595,критическая,длительное отклонение,"С 2017-04-13 по 2017-05-29 (46 дн.) NDVI поля AOI-0065 был ниже собственной исторической нормы, минимум z = -5.78. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0022,2015-05-15,2015-06-24,40,11,11,-4.250347124043967,-2.7240842927161943,16.589236129796184,1.0,16.5892,критическая,длительное отклонение,"С 2015-05-15 по 2015-06-24 (40 дн.) NDVI поля AOI-0022 был ниже собственной исторической нормы, минимум z = -4.25. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0048,2024-05-09,2024-06-15,37,13,13,-3.4042930045712083,-1.823688024815295,16.28573388855358,1.0,16.2857,критическая,дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение,"С 2024-05-09 по 2024-06-15 (37 дн.) NDVI поля AOI-0048 был ниже собственной исторической нормы, минимум z = -3.40. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0064,2013-06-10,2013-07-29,49,10,10,-4.988437412434921,-2.689833009115195,16.113695158117242,1.0,16.1137,критическая,длительное отклонение,"С 2013-06-10 по 2013-07-29 (49 дн.) NDVI поля AOI-0064 был ниже собственной исторической нормы, минимум z = -4.99. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0060,2020-06-25,2020-08-08,44,20,20,-2.4084256144375877,-1.7694254373728626,15.312027717763474,1.0,15.312,критическая,длительное отклонение,"С 2020-06-25 по 2020-08-08 (44 дн.) NDVI поля AOI-0060 был ниже собственной исторической нормы, минимум z = -2.41. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0052,2016-06-18,2016-08-28,71,19,19,-1.967026594286239,-1.5255068126814322,14.94740988051418,1.0,14.9474,угнетение,длительное отклонение,"С 2016-06-18 по 2016-08-28 (71 дн.) NDVI поля AOI-0052 был ниже собственной исторической нормы, минимум z = -1.97. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0066,2018-04-11,2018-05-16,35,8,7,-8.21235530252859,-4.77965728643052,14.937017642796148,1.0,14.937,критическая,дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение,"С 2018-04-11 по 2018-05-16 (35 дн.) NDVI поля AOI-0066 был ниже собственной исторической нормы, минимум z = -8.21. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0049,2020-06-24,2020-07-27,33,15,14,-2.8255901862401336,-1.8339121875167603,14.794977809649977,1.0,14.795,критическая,длительное отклонение,"С 2020-06-24 по 2020-07-27 (33 дн.) NDVI поля AOI-0049 был ниже собственной исторической нормы, минимум z = -2.83. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0011,2024-04-22,2024-06-03,42,12,12,-3.9659247362067567,-2.630020772774196,14.733148279733228,1.0,14.7331,критическая,дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение,"С 2024-04-22 по 2024-06-03 (42 дн.) NDVI поля AOI-0011 был ниже собственной исторической нормы, минимум z = -3.97. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0052,2023-05-04,2023-06-06,33,13,13,-2.9462030396060204,-2.1018684760853117,14.52141280331254,1.0,14.5214,критическая,длительное отклонение,"С 2023-05-04 по 2023-06-06 (33 дн.) NDVI поля AOI-0052 был ниже собственной исторической нормы, минимум z = -2.95. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0006,2017-05-01,2017-06-05,35,9,8,-2.966505318384617,-2.2830234431441383,14.466478483085968,1.0,14.4665,критическая,длительное отклонение,"С 2017-05-01 по 2017-06-05 (35 дн.) NDVI поля AOI-0006 был ниже собственной исторической нормы, минимум z = -2.97. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0063,2020-04-10,2020-05-21,41,16,16,-2.630492550514818,-1.824667217624714,14.32793515944861,1.0,14.3279,критическая,дефицит осадков (ниже 20-го перцентиля прошлых лет); длительное отклонение,"С 2020-04-10 по 2020-05-21 (41 дн.) NDVI поля AOI-0063 был ниже собственной исторической нормы, минимум z = -2.63. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет); длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0064,2015-04-30,2015-06-09,40,8,8,-4.140993737766708,-2.296007616792579,14.318768442216927,1.0,14.3188,критическая,длительное отклонение,"С 2015-04-30 по 2015-06-09 (40 дн.) NDVI поля AOI-0064 был ниже собственной исторической нормы, минимум z = -4.14. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0047,2018-05-24,2018-06-26,33,9,6,-3.4113987672399326,-2.466328616752605,14.229069994102119,1.0,14.2291,критическая,дефицит осадков (ниже 20-го перцентиля прошлых лет); длительное отклонение,"С 2018-05-24 по 2018-06-26 (33 дн.) NDVI поля AOI-0047 был ниже собственной исторической нормы, минимум z = -3.41. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет); длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0003,2017-04-26,2017-05-29,33,12,12,-5.645140368882085,-2.78399813102066,13.860250918338526,1.0,13.8603,критическая,длительное отклонение,"С 2017-04-26 по 2017-05-29 (33 дн.) NDVI поля AOI-0003 был ниже собственной исторической нормы, минимум z = -5.65. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0006,2019-06-19,2019-07-22,33,13,12,-2.5761532434403223,-1.7775545438247824,13.789902391538226,1.0,13.7899,критическая,длительное отклонение,"С 2019-06-19 по 2019-07-22 (33 дн.) NDVI поля AOI-0006 был ниже собственной исторической нормы, минимум z = -2.58. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0006,2023-05-05,2023-06-06,32,10,8,-4.738924203143755,-2.350167912613147,13.62124130449121,1.0,13.6212,критическая,длительное отклонение,"С 2023-05-05 по 2023-06-06 (32 дн.) NDVI поля AOI-0006 был ниже собственной исторической нормы, минимум z = -4.74. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0057,2022-05-30,2022-06-26,27,10,9,-3.8377210712293155,-2.3500315142395327,13.208785599975332,1.0,13.2088,критическая,"погодная аномалия не обнаружена; возможны уборка, смена культуры или качество съёмки","С 2022-05-30 по 2022-06-26 (27 дн.) NDVI поля AOI-0057 был ниже собственной исторической нормы, минимум z = -3.84. Совпадения: погодная аномалия не обнаружена; возможны уборка, смена культуры или качество съёмки. Это описание отклонения, а не установленная причина."
AOI-0015,2013-06-03,2013-07-12,39,9,9,-3.367402494411533,-2.109271094579782,13.064963385832032,1.0,13.065,критическая,дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение,"С 2013-06-03 по 2013-07-12 (39 дн.) NDVI поля AOI-0015 был ниже собственной исторической нормы, минимум z = -3.37. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0008,2024-05-09,2024-06-08,30,7,7,-3.2376825707372707,-2.3130067760255777,13.045096615434062,1.0,13.0451,критическая,длительное отклонение,"С 2024-05-09 по 2024-06-08 (30 дн.) NDVI поля AOI-0008 был ниже собственной исторической нормы, минимум z = -3.24. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0006,2013-04-23,2013-05-25,32,6,6,-5.998104163045104,-3.1327021393910406,12.864423950117452,1.0,12.8644,критическая,длительное отклонение,"С 2013-04-23 по 2013-05-25 (32 дн.) NDVI поля AOI-0006 был ниже собственной исторической нормы, минимум z = -6.00. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0052,2018-04-28,2018-05-31,33,11,11,-2.5328704362679773,-1.66117044953349,12.863674707547922,1.0,12.8637,критическая,дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение,"С 2018-04-28 по 2018-05-31 (33 дн.) NDVI поля AOI-0052 был ниже собственной исторической нормы, минимум z = -2.53. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0049,2022-06-24,2022-07-24,30,17,15,-2.033160619672264,-1.5074327933465206,12.835416713470147,1.0,12.8354,критическая,дефицит осадков (ниже 20-го перцентиля прошлых лет); длительное отклонение,"С 2022-06-24 по 2022-07-24 (30 дн.) NDVI поля AOI-0049 был ниже собственной исторической нормы, минимум z = -2.03. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет); длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0022,2022-05-09,2022-06-06,28,13,13,-4.711458758803258,-2.349783819955849,12.799172241050266,1.0,12.7992,критическая,дефицит осадков (ниже 20-го перцентиля прошлых лет),"С 2022-05-09 по 2022-06-06 (28 дн.) NDVI поля AOI-0022 был ниже собственной исторической нормы, минимум z = -4.71. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет). Это описание отклонения, а не установленная причина."
AOI-0043,2019-04-23,2019-05-25,32,16,16,-2.3298408177367254,-1.5384915242628203,12.784554178475389,1.0,12.7846,критическая,длительное отклонение,"С 2019-04-23 по 2019-05-25 (32 дн.) NDVI поля AOI-0043 был ниже собственной исторической нормы, минимум z = -2.33. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0047,2020-05-15,2020-06-14,30,15,14,-2.274562371424757,-1.7273294713469245,12.688992104736478,1.0,12.689,критическая,длительное отклонение,"С 2020-05-15 по 2020-06-14 (30 дн.) NDVI поля AOI-0047 был ниже собственной исторической нормы, минимум z = -2.27. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0026,2016-05-08,2016-06-09,32,4,4,-5.236348058651531,-2.7815640394513585,12.589975046520316,1.0,12.59,критическая,длительное отклонение,"С 2016-05-08 по 2016-06-09 (32 дн.) NDVI поля AOI-0026 был ниже собственной исторической нормы, минимум z = -5.24. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0022,2013-04-24,2013-06-10,47,8,8,-3.383433280742433,-1.907231467836779,12.362499077677283,1.0,12.3625,критическая,дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение,"С 2013-04-24 по 2013-06-10 (47 дн.) NDVI поля AOI-0022 был ниже собственной исторической нормы, минимум z = -3.38. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет); повышенная температура (выше 80-го перцентиля); длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0063,2014-06-22,2014-07-28,36,7,7,-3.1328160808502754,-2.089394561301195,12.288586164659336,1.0,12.2886,критическая,длительное отклонение,"С 2014-06-22 по 2014-07-28 (36 дн.) NDVI поля AOI-0063 был ниже собственной исторической нормы, минимум z = -3.13. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0003,2022-05-15,2022-06-13,29,14,14,-3.193318527044529,-2.193515025879211,12.127908564860086,1.0,12.1279,критическая,дефицит осадков (ниже 20-го перцентиля прошлых лет),"С 2022-05-15 по 2022-06-13 (29 дн.) NDVI поля AOI-0003 был ниже собственной исторической нормы, минимум z = -3.19. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет). Это описание отклонения, а не установленная причина."
AOI-0011,2014-06-10,2014-07-16,36,7,7,-1.8629103919615222,-1.4806655268577715,11.874167898227032,1.0,11.8742,угнетение,дефицит осадков (ниже 20-го перцентиля прошлых лет); длительное отклонение,"С 2014-06-10 по 2014-07-16 (36 дн.) NDVI поля AOI-0011 был ниже собственной исторической нормы, минимум z = -1.86. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет); длительное отклонение. Это описание отклонения, а не установленная причина."
AOI-0052,2020-04-25,2020-05-20,25,11,11,-2.375693844931667,-1.8084923409309632,11.865690610503401,1.0,11.8657,критическая,дефицит осадков (ниже 20-го перцентиля прошлых лет),"С 2020-04-25 по 2020-05-20 (25 дн.) NDVI поля AOI-0052 был ниже собственной исторической нормы, минимум z = -2.38. Совпадения: дефицит осадков (ниже 20-го перцентиля прошлых лет). Это описание отклонения, а не установленная причина."
AOI-0069,2015-05-09,2015-06-18,40,11,11,-2.3697039940183466,-1.6660573237205811,11.804869628238837,1.0,11.8049,критическая,длительное отклонение,"С 2015-05-09 по 2015-06-18 (40 дн.) NDVI поля AOI-0069 был ниже собственной исторической нормы, минимум z = -2.37. Совпадения: длительное отклонение. Это описание отклонения, а не установленная причина."
